,CBSA,POPESTIMATE,variable,value,age,sex,GEOID,NAME,INTPTLAT,INTPTLONG
13097,10980,28893,AGE6064_FEMALE,1308,60-64,FEMALE,10980,"Alpena, MI",44.894954,-83.426574
13098,10980,28893,AGE65PLUS_TOTAL,7099,65+,TOTAL,10980,"Alpena, MI",44.894954,-83.426574
13099,10980,28893,AGE65PLUS_MALE,3285,65+,MALE,10980,"Alpena, MI",44.894954,-83.426574
13100,10980,28893,AGE65PLUS_FEMALE,3814,65+,FEMALE,10980,"Alpena, MI",44.894954,-83.426574
13101,11060,24777,AGE1519_TOTAL,1525,15-19,TOTAL,11060,"Altus, OK",34.594006,-99.412235
13102,11060,24777,AGE1519_MALE,773,15-19,MALE,11060,"Altus, OK",34.594006,-99.412235
13103,11060,24777,AGE1519_FEMALE,752,15-19,FEMALE,11060,"Altus, OK",34.594006,-99.412235
13104,11060,24777,AGE2024_TOTAL,1865,20-24,TOTAL,11060,"Altus, OK",34.594006,-99.412235
13105,11060,24777,AGE2024_MALE,1031,20-24,MALE,11060,"Altus, OK",34.594006,-99.412235
13106,11060,24777,AGE2024_FEMALE,834,20-24,FEMALE,11060,"Altus, OK",34.594006,-99.412235
13107,11060,24777,AGE2529_TOTAL,1804,25-29,TOTAL,11060,"Altus, OK",34.594006,-99.412235
13108,11060,24777,AGE2529_MALE,938,25-29,MALE,11060,"Altus, OK",34.594006,-99.412235
13109,11060,24777,AGE2529_FEMALE,866,25-29,FEMALE,11060,"Altus, OK",34.594006,-99.412235
13110,11060,24777,AGE3034_TOTAL,1853,30-34,TOTAL,11060,"Altus, OK",34.594006,-99.412235
13111,11060,24777,AGE3034_MALE,953,30-34,MALE,11060,"Altus, OK",34.594006,-99.412235
13112,11060,24777,AGE3034_FEMALE,900,30-34,FEMALE,11060,"Altus, OK",34.594006,-99.412235
13113,11060,24777,AGE3539_TOTAL,1702,35-39,TOTAL,11060,"Altus, OK",34.594006,-99.412235
13114,11060,24777,AGE3539_MALE,885,35-39,MALE,11060,"Altus, OK",34.594006,-99.412235
13115,11060,24777,AGE3539_FEMALE,817,35-39,FEMALE,11060,"Altus, OK",34.594006,-99.412235
13116,11060,24777,AGE4044_TOTAL,1414,40-44,TOTAL,11060,"Altus, OK",34.594006,-99.412235
13117,11060,24777,AGE4044_MALE,709,40-44,MALE,11060,"Altus, OK",34.594006,-99.412235
13118,11060,24777,AGE4044_FEMALE,705,40-44,FEMALE,11060,"Altus, OK",34.594006,-99.412235
13119,11060,24777,AGE4549_TOTAL,1311,45-49,TOTAL,11060,"Altus, OK",34.594006,-99.412235
13120,11060,24777,AGE4549_MALE,645,45-49,MALE,11060,"Altus, OK",34.594006,-99.412235
13121,11060,24777,AGE4549_FEMALE,666,45-49,FEMALE,11060,"Altus, OK",34.594006,-99.412235
13122,11060,24777,AGE5054_TOTAL,1269,50-54,TOTAL,11060,"Altus, OK",34.594006,-99.412235
13123,11060,24777,AGE5054_MALE,621,50-54,MALE,11060,"Altus, OK",34.594006,-99.412235
13124,11060,24777,AGE5054_FEMALE,648,50-54,FEMALE,11060,"Altus, OK",34.594006,-99.412235
13125,11060,24777,AGE5559_TOTAL,1434,55-59,TOTAL,11060,"Altus, OK",34.594006,-99.412235
13126,11060,24777,AGE5559_MALE,691,55-59,MALE,11060,"Altus, OK",34.594006,-99.412235
13127,11060,24777,AGE5559_FEMALE,743,55-59,FEMALE,11060,"Altus, OK",34.594006,-99.412235
13128,11060,24777,AGE6064_TOTAL,1475,60-64,TOTAL,11060,"Altus, OK",34.594006,-99.412235
13129,11060,24777,AGE6064_MALE,766,60-64,MALE,11060,"Altus, OK",34.594006,-99.412235
13130,11060,24777,AGE6064_FEMALE,709,60-64,FEMALE,11060,"Altus, OK",34.594006,-99.412235
13131,11060,24777,AGE65PLUS_TOTAL,3796,65+,TOTAL,11060,"Altus, OK",34.594006,-99.412235
13132,11060,24777,AGE65PLUS_MALE,1728,65+,MALE,11060,"Altus, OK",34.594006,-99.412235
13133,11060,24777,AGE65PLUS_FEMALE,2068,65+,FEMALE,11060,"Altus, OK",34.594006,-99.412235
13134,11140,33761,AGE1519_TOTAL,2618,15-19,TOTAL,11140,"Americus, GA",32.098355,-84.224304
13135,11140,33761,AGE1519_MALE,1290,15-19,MALE,11140,"Americus, GA",32.098355,-84.224304
13136,11140,33761,AGE1519_FEMALE,1328,15-19,FEMALE,11140,"Americus, GA",32.098355,-84.224304
13137,11140,33761,AGE2024_TOTAL,3093,20-24,TOTAL,11140,"Americus, GA",32.098355,-84.224304
13138,11140,33761,AGE2024_MALE,1438,20-24,MALE,11140,"Americus, GA",32.098355,-84.224304
13139,11140,33761,AGE2024_FEMALE,1655,20-24,FEMALE,11140,"Americus, GA",32.098355,-84.224304
13140,11140,33761,AGE2529_TOTAL,2101,25-29,TOTAL,11140,"Americus, GA",32.098355,-84.224304
13141,11140,33761,AGE2529_MALE,1073,25-29,MALE,11140,"Americus, GA",32.098355,-84.224304
13142,11140,33761,AGE2529_FEMALE,1028,25-29,FEMALE,11140,"Americus, GA",32.098355,-84.224304
13143,11140,33761,AGE3034_TOTAL,1913,30-34,TOTAL,11140,"Americus, GA",32.098355,-84.224304
13144,11140,33761,AGE3034_MALE,966,30-34,MALE,11140,"Americus, GA",32.098355,-84.224304
13145,11140,33761,AGE3034_FEMALE,947,30-34,FEMALE,11140,"Americus, GA",32.098355,-84.224304
13146,11140,33761,AGE3539_TOTAL,1813,35-39,TOTAL,11140,"Americus, GA",32.098355,-84.224304
13147,11140,33761,AGE3539_MALE,859,35-39,MALE,11140,"Americus, GA",32.098355,-84.224304
13148,11140,33761,AGE3539_FEMALE,954,35-39,FEMALE,11140,"Americus, GA",32.098355,-84.224304
13149,11140,33761,AGE4044_TOTAL,1831,40-44,TOTAL,11140,"Americus, GA",32.098355,-84.224304
13150,11140,33761,AGE4044_MALE,847,40-44,MALE,11140,"Americus, GA",32.098355,-84.224304
13151,11140,33761,AGE4044_FEMALE,984,40-44,FEMALE,11140,"Americus, GA",32.098355,-84.224304
13152,11140,33761,AGE4549_TOTAL,1874,45-49,TOTAL,11140,"Americus, GA",32.098355,-84.224304
13153,11140,33761,AGE4549_MALE,849,45-49,MALE,11140,"Americus, GA",32.098355,-84.224304
13154,11140,33761,AGE4549_FEMALE,1025,45-49,FEMALE,11140,"Americus, GA",32.098355,-84.224304
13155,11140,33761,AGE5054_TOTAL,2089,50-54,TOTAL,11140,"Americus, GA",32.098355,-84.224304
13156,11140,33761,AGE5054_MALE,981,50-54,MALE,11140,"Americus, GA",32.098355,-84.224304
13157,11140,33761,AGE5054_FEMALE,1108,50-54,FEMALE,11140,"Americus, GA",32.098355,-84.224304
13158,11140,33761,AGE5559_TOTAL,2123,55-59,TOTAL,11140,"Americus, GA",32.098355,-84.224304
13159,11140,33761,AGE5559_MALE,994,55-59,MALE,11140,"Americus, GA",32.098355,-84.224304
13160,11140,33761,AGE5559_FEMALE,1129,55-59,FEMALE,11140,"Americus, GA",32.098355,-84.224304
13161,11140,33761,AGE6064_TOTAL,2053,60-64,TOTAL,11140,"Americus, GA",32.098355,-84.224304
13162,11140,33761,AGE6064_MALE,950,60-64,MALE,11140,"Americus, GA",32.098355,-84.224304
13163,11140,33761,AGE6064_FEMALE,1103,60-64,FEMALE,11140,"Americus, GA",32.098355,-84.224304
13164,11140,33761,AGE65PLUS_TOTAL,5919,65+,TOTAL,11140,"Americus, GA",32.098355,-84.224304
13165,11140,33761,AGE65PLUS_MALE,2577,65+,MALE,11140,"Americus, GA",32.098355,-84.224304
13166,11140,33761,AGE65PLUS_FEMALE,3342,65+,FEMALE,11140,"Americus, GA",32.098355,-84.224304
13167,11220,49558,AGE1519_TOTAL,3074,15-19,TOTAL,11220,"Amsterdam, NY",42.900891,-74.435357
13168,11220,49558,AGE1519_MALE,1643,15-19,MALE,11220,"Amsterdam, NY",42.900891,-74.435357
13169,11220,49558,AGE1519_FEMALE,1431,15-19,FEMALE,11220,"Amsterdam, NY",42.900891,-74.435357
13170,11220,49558,AGE2024_TOTAL,2713,20-24,TOTAL,11220,"Amsterdam, NY",42.900891,-74.435357
13171,11220,49558,AGE2024_MALE,1374,20-24,MALE,11220,"Amsterdam, NY",42.900891,-74.435357
13172,11220,49558,AGE2024_FEMALE,1339,20-24,FEMALE,11220,"Amsterdam, NY",42.900891,-74.435357
13173,11220,49558,AGE2529_TOTAL,2945,25-29,TOTAL,11220,"Amsterdam, NY",42.900891,-74.435357
13174,11220,49558,AGE2529_MALE,1487,25-29,MALE,11220,"Amsterdam, NY",42.900891,-74.435357
13175,11220,49558,AGE2529_FEMALE,1458,25-29,FEMALE,11220,"Amsterdam, NY",42.900891,-74.435357
13176,11220,49558,AGE3034_TOTAL,3155,30-34,TOTAL,11220,"Amsterdam, NY",42.900891,-74.435357
13177,11220,49558,AGE3034_MALE,1606,30-34,MALE,11220,"Amsterdam, NY",42.900891,-74.435357
13178,11220,49558,AGE3034_FEMALE,1549,30-34,FEMALE,11220,"Amsterdam, NY",42.900891,-74.435357
13179,11220,49558,AGE3539_TOTAL,3214,35-39,TOTAL,11220,"Amsterdam, NY",42.900891,-74.435357
13180,11220,49558,AGE3539_MALE,1565,35-39,MALE,11220,"Amsterdam, NY",42.900891,-74.435357
13181,11220,49558,AGE3539_FEMALE,1649,35-39,FEMALE,11220,"Amsterdam, NY",42.900891,-74.435357
13182,11220,49558,AGE4044_TOTAL,2864,40-44,TOTAL,11220,"Amsterdam, NY",42.900891,-74.435357
13183,11220,49558,AGE4044_MALE,1427,40-44,MALE,11220,"Amsterdam, NY",42.900891,-74.435357
13184,11220,49558,AGE4044_FEMALE,1437,40-44,FEMALE,11220,"Amsterdam, NY",42.900891,-74.435357
13185,11220,49558,AGE4549_TOTAL,2713,45-49,TOTAL,11220,"Amsterdam, NY",42.900891,-74.435357
13186,11220,49558,AGE4549_MALE,1355,45-49,MALE,11220,"Amsterdam, NY",42.900891,-74.435357
13187,11220,49558,AGE4549_FEMALE,1358,45-49,FEMALE,11220,"Amsterdam, NY",42.900891,-74.435357
13188,11220,49558,AGE5054_TOTAL,3125,50-54,TOTAL,11220,"Amsterdam, NY",42.900891,-74.435357
13189,11220,49558,AGE5054_MALE,1557,50-54,MALE,11220,"Amsterdam, NY",42.900891,-74.435357
13190,11220,49558,AGE5054_FEMALE,1568,50-54,FEMALE,11220,"Amsterdam, NY",42.900891,-74.435357
13191,11220,49558,AGE5559_TOTAL,3351,55-59,TOTAL,11220,"Amsterdam, NY",42.900891,-74.435357
13192,11220,49558,AGE5559_MALE,1642,55-59,MALE,11220,"Amsterdam, NY",42.900891,-74.435357
13193,11220,49558,AGE5559_FEMALE,1709,55-59,FEMALE,11220,"Amsterdam, NY",42.900891,-74.435357
13194,11220,49558,AGE6064_TOTAL,3428,60-64,TOTAL,11220,"Amsterdam, NY",42.900891,-74.435357
13195,11220,49558,AGE6064_MALE,1658,60-64,MALE,11220,"Amsterdam, NY",42.900891,-74.435357
13196,11220,49558,AGE6064_FEMALE,1770,60-64,FEMALE,11220,"Amsterdam, NY",42.900891,-74.435357
13197,11220,49558,AGE65PLUS_TOTAL,9472,65+,TOTAL,11220,"Amsterdam, NY",42.900891,-74.435357
13198,11220,49558,AGE65PLUS_MALE,4464,65+,MALE,11220,"Amsterdam, NY",42.900891,-74.435357
13199,11220,49558,AGE65PLUS_FEMALE,5008,65+,FEMALE,11220,"Amsterdam, NY",42.900891,-74.435357
13200,11380,18440,AGE1519_TOTAL,1448,15-19,TOTAL,11380,"Andrews, TX",32.312258,-102.640206
13201,11380,18440,AGE1519_MALE,747,15-19,MALE,11380,"Andrews, TX",32.312258,-102.640206
13202,11380,18440,AGE1519_FEMALE,701,15-19,FEMALE,11380,"Andrews, TX",32.312258,-102.640206
13203,11380,18440,AGE2024_TOTAL,1133,20-24,TOTAL,11380,"Andrews, TX",32.312258,-102.640206
13204,11380,18440,AGE2024_MALE,579,20-24,MALE,11380,"Andrews, TX",32.312258,-102.640206
13205,11380,18440,AGE2024_FEMALE,554,20-24,FEMALE,11380,"Andrews, TX",32.312258,-102.640206
13206,11380,18440,AGE2529_TOTAL,1237,25-29,TOTAL,11380,"Andrews, TX",32.312258,-102.640206
13207,11380,18440,AGE2529_MALE,653,25-29,MALE,11380,"Andrews, TX",32.312258,-102.640206
13208,11380,18440,AGE2529_FEMALE,584,25-29,FEMALE,11380,"Andrews, TX",32.312258,-102.640206
13209,11380,18440,AGE3034_TOTAL,1418,30-34,TOTAL,11380,"Andrews, TX",32.312258,-102.640206
13210,11380,18440,AGE3034_MALE,746,30-34,MALE,11380,"Andrews, TX",32.312258,-102.640206
13211,11380,18440,AGE3034_FEMALE,672,30-34,FEMALE,11380,"Andrews, TX",32.312258,-102.640206
13212,11380,18440,AGE3539_TOTAL,1395,35-39,TOTAL,11380,"Andrews, TX",32.312258,-102.640206
13213,11380,18440,AGE3539_MALE,735,35-39,MALE,11380,"Andrews, TX",32.312258,-102.640206
13214,11380,18440,AGE3539_FEMALE,660,35-39,FEMALE,11380,"Andrews, TX",32.312258,-102.640206
13215,11380,18440,AGE4044_TOTAL,1157,40-44,TOTAL,11380,"Andrews, TX",32.312258,-102.640206
13216,11380,18440,AGE4044_MALE,625,40-44,MALE,11380,"Andrews, TX",32.312258,-102.640206
13217,11380,18440,AGE4044_FEMALE,532,40-44,FEMALE,11380,"Andrews, TX",32.312258,-102.640206
13218,11380,18440,AGE4549_TOTAL,1060,45-49,TOTAL,11380,"Andrews, TX",32.312258,-102.640206
13219,11380,18440,AGE4549_MALE,547,45-49,MALE,11380,"Andrews, TX",32.312258,-102.640206
13220,11380,18440,AGE4549_FEMALE,513,45-49,FEMALE,11380,"Andrews, TX",32.312258,-102.640206
13221,11380,18440,AGE5054_TOTAL,1026,50-54,TOTAL,11380,"Andrews, TX",32.312258,-102.640206
13222,11380,18440,AGE5054_MALE,490,50-54,MALE,11380,"Andrews, TX",32.312258,-102.640206
13223,11380,18440,AGE5054_FEMALE,536,50-54,FEMALE,11380,"Andrews, TX",32.312258,-102.640206
13224,11380,18440,AGE5559_TOTAL,970,55-59,TOTAL,11380,"Andrews, TX",32.312258,-102.640206
13225,11380,18440,AGE5559_MALE,516,55-59,MALE,11380,"Andrews, TX",32.312258,-102.640206
13226,11380,18440,AGE5559_FEMALE,454,55-59,FEMALE,11380,"Andrews, TX",32.312258,-102.640206
13227,11380,18440,AGE6064_TOTAL,924,60-64,TOTAL,11380,"Andrews, TX",32.312258,-102.640206
13228,11380,18440,AGE6064_MALE,500,60-64,MALE,11380,"Andrews, TX",32.312258,-102.640206
13229,11380,18440,AGE6064_FEMALE,424,60-64,FEMALE,11380,"Andrews, TX",32.312258,-102.640206
13230,11380,18440,AGE65PLUS_TOTAL,1819,65+,TOTAL,11380,"Andrews, TX",32.312258,-102.640206
13231,11380,18440,AGE65PLUS_MALE,835,65+,MALE,11380,"Andrews, TX",32.312258,-102.640206
13232,11380,18440,AGE65PLUS_FEMALE,984,65+,FEMALE,11380,"Andrews, TX",32.312258,-102.640206
13233,11420,34632,AGE1519_TOTAL,2392,15-19,TOTAL,11420,"Angola, IN",41.643467,-85.002405
13234,11420,34632,AGE1519_MALE,1311,15-19,MALE,11420,"Angola, IN",41.643467,-85.002405
13235,11420,34632,AGE1519_FEMALE,1081,15-19,FEMALE,11420,"Angola, IN",41.643467,-85.002405
13236,11420,34632,AGE2024_TOTAL,2301,20-24,TOTAL,11420,"Angola, IN",41.643467,-85.002405
13237,11420,34632,AGE2024_MALE,1306,20-24,MALE,11420,"Angola, IN",41.643467,-85.002405
13238,11420,34632,AGE2024_FEMALE,995,20-24,FEMALE,11420,"Angola, IN",41.643467,-85.002405
13239,11420,34632,AGE2529_TOTAL,1807,25-29,TOTAL,11420,"Angola, IN",41.643467,-85.002405
13240,11420,34632,AGE2529_MALE,932,25-29,MALE,11420,"Angola, IN",41.643467,-85.002405
13241,11420,34632,AGE2529_FEMALE,875,25-29,FEMALE,11420,"Angola, IN",41.643467,-85.002405
13242,11420,34632,AGE3034_TOTAL,1910,30-34,TOTAL,11420,"Angola, IN",41.643467,-85.002405
13243,11420,34632,AGE3034_MALE,969,30-34,MALE,11420,"Angola, IN",41.643467,-85.002405
13244,11420,34632,AGE3034_FEMALE,941,30-34,FEMALE,11420,"Angola, IN",41.643467,-85.002405
13245,11420,34632,AGE3539_TOTAL,1746,35-39,TOTAL,11420,"Angola, IN",41.643467,-85.002405
13246,11420,34632,AGE3539_MALE,894,35-39,MALE,11420,"Angola, IN",41.643467,-85.002405
13247,11420,34632,AGE3539_FEMALE,852,35-39,FEMALE,11420,"Angola, IN",41.643467,-85.002405
13248,11420,34632,AGE4044_TOTAL,1778,40-44,TOTAL,11420,"Angola, IN",41.643467,-85.002405
13249,11420,34632,AGE4044_MALE,904,40-44,MALE,11420,"Angola, IN",41.643467,-85.002405
13250,11420,34632,AGE4044_FEMALE,874,40-44,FEMALE,11420,"Angola, IN",41.643467,-85.002405
13251,11420,34632,AGE4549_TOTAL,1926,45-49,TOTAL,11420,"Angola, IN",41.643467,-85.002405
13252,11420,34632,AGE4549_MALE,965,45-49,MALE,11420,"Angola, IN",41.643467,-85.002405
13253,11420,34632,AGE4549_FEMALE,961,45-49,FEMALE,11420,"Angola, IN",41.643467,-85.002405
13254,11420,34632,AGE5054_TOTAL,2266,50-54,TOTAL,11420,"Angola, IN",41.643467,-85.002405
13255,11420,34632,AGE5054_MALE,1163,50-54,MALE,11420,"Angola, IN",41.643467,-85.002405
13256,11420,34632,AGE5054_FEMALE,1103,50-54,FEMALE,11420,"Angola, IN",41.643467,-85.002405
13257,11420,34632,AGE5559_TOTAL,2596,55-59,TOTAL,11420,"Angola, IN",41.643467,-85.002405
13258,11420,34632,AGE5559_MALE,1330,55-59,MALE,11420,"Angola, IN",41.643467,-85.002405
13259,11420,34632,AGE5559_FEMALE,1266,55-59,FEMALE,11420,"Angola, IN",41.643467,-85.002405
13260,11420,34632,AGE6064_TOTAL,2734,60-64,TOTAL,11420,"Angola, IN",41.643467,-85.002405
13261,11420,34632,AGE6064_MALE,1369,60-64,MALE,11420,"Angola, IN",41.643467,-85.002405
13262,11420,34632,AGE6064_FEMALE,1365,60-64,FEMALE,11420,"Angola, IN",41.643467,-85.002405
13263,11420,34632,AGE65PLUS_TOTAL,7470,65+,TOTAL,11420,"Angola, IN",41.643467,-85.002405
13264,11420,34632,AGE65PLUS_MALE,3586,65+,MALE,11420,"Angola, IN",41.643467,-85.002405
13265,11420,34632,AGE65PLUS_FEMALE,3884,65+,FEMALE,11420,"Angola, IN",41.643467,-85.002405
13266,11580,34408,AGE1519_TOTAL,1952,15-19,TOTAL,11580,"Arcadia, FL",27.190581,-81.806253
13267,11580,34408,AGE1519_MALE,1118,15-19,MALE,11580,"Arcadia, FL",27.190581,-81.806253
13268,11580,34408,AGE1519_FEMALE,834,15-19,FEMALE,11580,"Arcadia, FL",27.190581,-81.806253
13269,11580,34408,AGE2024_TOTAL,2203,20-24,TOTAL,11580,"Arcadia, FL",27.190581,-81.806253
13270,11580,34408,AGE2024_MALE,1430,20-24,MALE,11580,"Arcadia, FL",27.190581,-81.806253
13271,11580,34408,AGE2024_FEMALE,773,20-24,FEMALE,11580,"Arcadia, FL",27.190581,-81.806253
13272,11580,34408,AGE2529_TOTAL,2227,25-29,TOTAL,11580,"Arcadia, FL",27.190581,-81.806253
13273,11580,34408,AGE2529_MALE,1399,25-29,MALE,11580,"Arcadia, FL",27.190581,-81.806253
13274,11580,34408,AGE2529_FEMALE,828,25-29,FEMALE,11580,"Arcadia, FL",27.190581,-81.806253
13275,11580,34408,AGE3034_TOTAL,2325,30-34,TOTAL,11580,"Arcadia, FL",27.190581,-81.806253
13276,11580,34408,AGE3034_MALE,1449,30-34,MALE,11580,"Arcadia, FL",27.190581,-81.806253
13277,11580,34408,AGE3034_FEMALE,876,30-34,FEMALE,11580,"Arcadia, FL",27.190581,-81.806253
13278,11580,34408,AGE3539_TOTAL,2341,35-39,TOTAL,11580,"Arcadia, FL",27.190581,-81.806253
13279,11580,34408,AGE3539_MALE,1487,35-39,MALE,11580,"Arcadia, FL",27.190581,-81.806253
13280,11580,34408,AGE3539_FEMALE,854,35-39,FEMALE,11580,"Arcadia, FL",27.190581,-81.806253
13281,11580,34408,AGE4044_TOTAL,2183,40-44,TOTAL,11580,"Arcadia, FL",27.190581,-81.806253
13282,11580,34408,AGE4044_MALE,1370,40-44,MALE,11580,"Arcadia, FL",27.190581,-81.806253
13283,11580,34408,AGE4044_FEMALE,813,40-44,FEMALE,11580,"Arcadia, FL",27.190581,-81.806253
13284,11580,34408,AGE4549_TOTAL,1927,45-49,TOTAL,11580,"Arcadia, FL",27.190581,-81.806253
13285,11580,34408,AGE4549_MALE,1155,45-49,MALE,11580,"Arcadia, FL",27.190581,-81.806253
13286,11580,34408,AGE4549_FEMALE,772,45-49,FEMALE,11580,"Arcadia, FL",27.190581,-81.806253
13287,11580,34408,AGE5054_TOTAL,2053,50-54,TOTAL,11580,"Arcadia, FL",27.190581,-81.806253
13288,11580,34408,AGE5054_MALE,1205,50-54,MALE,11580,"Arcadia, FL",27.190581,-81.806253
13289,11580,34408,AGE5054_FEMALE,848,50-54,FEMALE,11580,"Arcadia, FL",27.190581,-81.806253
13290,11580,34408,AGE5559_TOTAL,2116,55-59,TOTAL,11580,"Arcadia, FL",27.190581,-81.806253
13291,11580,34408,AGE5559_MALE,1152,55-59,MALE,11580,"Arcadia, FL",27.190581,-81.806253
13292,11580,34408,AGE5559_FEMALE,964,55-59,FEMALE,11580,"Arcadia, FL",27.190581,-81.806253
13293,11580,34408,AGE6064_TOTAL,2131,60-64,TOTAL,11580,"Arcadia, FL",27.190581,-81.806253
13294,11580,34408,AGE6064_MALE,1097,60-64,MALE,11580,"Arcadia, FL",27.190581,-81.806253
13295,11580,34408,AGE6064_FEMALE,1034,60-64,FEMALE,11580,"Arcadia, FL",27.190581,-81.806253
13296,11580,34408,AGE65PLUS_TOTAL,7779,65+,TOTAL,11580,"Arcadia, FL",27.190581,-81.806253
13297,11580,34408,AGE65PLUS_MALE,3819,65+,MALE,11580,"Arcadia, FL",27.190581,-81.806253
13298,11580,34408,AGE65PLUS_FEMALE,3960,65+,FEMALE,11580,"Arcadia, FL",27.190581,-81.806253
13299,11620,58507,AGE1519_TOTAL,3866,15-19,TOTAL,11620,"Ardmore, OK",34.125836,-97.263905
13300,11620,58507,AGE1519_MALE,1959,15-19,MALE,11620,"Ardmore, OK",34.125836,-97.263905
13301,11620,58507,AGE1519_FEMALE,1907,15-19,FEMALE,11620,"Ardmore, OK",34.125836,-97.263905
13302,11620,58507,AGE2024_TOTAL,3488,20-24,TOTAL,11620,"Ardmore, OK",34.125836,-97.263905
13303,11620,58507,AGE2024_MALE,1715,20-24,MALE,11620,"Ardmore, OK",34.125836,-97.263905
13304,11620,58507,AGE2024_FEMALE,1773,20-24,FEMALE,11620,"Ardmore, OK",34.125836,-97.263905
13305,11620,58507,AGE2529_TOTAL,3735,25-29,TOTAL,11620,"Ardmore, OK",34.125836,-97.263905
13306,11620,58507,AGE2529_MALE,1873,25-29,MALE,11620,"Ardmore, OK",34.125836,-97.263905
13307,11620,58507,AGE2529_FEMALE,1862,25-29,FEMALE,11620,"Ardmore, OK",34.125836,-97.263905
13308,11620,58507,AGE3034_TOTAL,3732,30-34,TOTAL,11620,"Ardmore, OK",34.125836,-97.263905
13309,11620,58507,AGE3034_MALE,1912,30-34,MALE,11620,"Ardmore, OK",34.125836,-97.263905
13310,11620,58507,AGE3034_FEMALE,1820,30-34,FEMALE,11620,"Ardmore, OK",34.125836,-97.263905
13311,11620,58507,AGE3539_TOTAL,3689,35-39,TOTAL,11620,"Ardmore, OK",34.125836,-97.263905
13312,11620,58507,AGE3539_MALE,1880,35-39,MALE,11620,"Ardmore, OK",34.125836,-97.263905
13313,11620,58507,AGE3539_FEMALE,1809,35-39,FEMALE,11620,"Ardmore, OK",34.125836,-97.263905
13314,11620,58507,AGE4044_TOTAL,3521,40-44,TOTAL,11620,"Ardmore, OK",34.125836,-97.263905
13315,11620,58507,AGE4044_MALE,1761,40-44,MALE,11620,"Ardmore, OK",34.125836,-97.263905
13316,11620,58507,AGE4044_FEMALE,1760,40-44,FEMALE,11620,"Ardmore, OK",34.125836,-97.263905
13317,11620,58507,AGE4549_TOTAL,3403,45-49,TOTAL,11620,"Ardmore, OK",34.125836,-97.263905
13318,11620,58507,AGE4549_MALE,1701,45-49,MALE,11620,"Ardmore, OK",34.125836,-97.263905
13319,11620,58507,AGE4549_FEMALE,1702,45-49,FEMALE,11620,"Ardmore, OK",34.125836,-97.263905
13320,11620,58507,AGE5054_TOTAL,3382,50-54,TOTAL,11620,"Ardmore, OK",34.125836,-97.263905
13321,11620,58507,AGE5054_MALE,1721,50-54,MALE,11620,"Ardmore, OK",34.125836,-97.263905
13322,11620,58507,AGE5054_FEMALE,1661,50-54,FEMALE,11620,"Ardmore, OK",34.125836,-97.263905
13323,11620,58507,AGE5559_TOTAL,3633,55-59,TOTAL,11620,"Ardmore, OK",34.125836,-97.263905
13324,11620,58507,AGE5559_MALE,1767,55-59,MALE,11620,"Ardmore, OK",34.125836,-97.263905
13325,11620,58507,AGE5559_FEMALE,1866,55-59,FEMALE,11620,"Ardmore, OK",34.125836,-97.263905
13326,11620,58507,AGE6064_TOTAL,3719,60-64,TOTAL,11620,"Ardmore, OK",34.125836,-97.263905
13327,11620,58507,AGE6064_MALE,1799,60-64,MALE,11620,"Ardmore, OK",34.125836,-97.263905
13328,11620,58507,AGE6064_FEMALE,1920,60-64,FEMALE,11620,"Ardmore, OK",34.125836,-97.263905
13329,11620,58507,AGE65PLUS_TOTAL,10169,65+,TOTAL,11620,"Ardmore, OK",34.125836,-97.263905
13330,11620,58507,AGE65PLUS_MALE,4507,65+,MALE,11620,"Ardmore, OK",34.125836,-97.263905
13331,11620,58507,AGE65PLUS_FEMALE,5662,65+,FEMALE,11620,"Ardmore, OK",34.125836,-97.263905
13332,11660,21321,AGE1519_TOTAL,2290,15-19,TOTAL,11660,"Arkadelphia, AR",34.053316,-93.176208
13333,11660,21321,AGE1519_MALE,1082,15-19,MALE,11660,"Arkadelphia, AR",34.053316,-93.176208
13334,11660,21321,AGE1519_FEMALE,1208,15-19,FEMALE,11660,"Arkadelphia, AR",34.053316,-93.176208
13335,11660,21321,AGE2024_TOTAL,3085,20-24,TOTAL,11660,"Arkadelphia, AR",34.053316,-93.176208
13336,11660,21321,AGE2024_MALE,1472,20-24,MALE,11660,"Arkadelphia, AR",34.053316,-93.176208
13337,11660,21321,AGE2024_FEMALE,1613,20-24,FEMALE,11660,"Arkadelphia, AR",34.053316,-93.176208
13338,11660,21321,AGE2529_TOTAL,1208,25-29,TOTAL,11660,"Arkadelphia, AR",34.053316,-93.176208
13339,11660,21321,AGE2529_MALE,611,25-29,MALE,11660,"Arkadelphia, AR",34.053316,-93.176208
13340,11660,21321,AGE2529_FEMALE,597,25-29,FEMALE,11660,"Arkadelphia, AR",34.053316,-93.176208
13341,11660,21321,AGE3034_TOTAL,1094,30-34,TOTAL,11660,"Arkadelphia, AR",34.053316,-93.176208
13342,11660,21321,AGE3034_MALE,533,30-34,MALE,11660,"Arkadelphia, AR",34.053316,-93.176208
13343,11660,21321,AGE3034_FEMALE,561,30-34,FEMALE,11660,"Arkadelphia, AR",34.053316,-93.176208
13344,11660,21321,AGE3539_TOTAL,1016,35-39,TOTAL,11660,"Arkadelphia, AR",34.053316,-93.176208
13345,11660,21321,AGE3539_MALE,507,35-39,MALE,11660,"Arkadelphia, AR",34.053316,-93.176208
