,CBSA,POPESTIMATE,variable,value,age,sex,GEOID,NAME,INTPTLAT,INTPTLONG
5546,27180,180799,AGE1519_FEMALE,6604,15-19,FEMALE,27180,"Jackson, TN",35.753215,-88.882692
5547,27180,180799,AGE2024_TOTAL,11860,20-24,TOTAL,27180,"Jackson, TN",35.753215,-88.882692
5548,27180,180799,AGE2024_MALE,5782,20-24,MALE,27180,"Jackson, TN",35.753215,-88.882692
5549,27180,180799,AGE2024_FEMALE,6078,20-24,FEMALE,27180,"Jackson, TN",35.753215,-88.882692
5550,27180,180799,AGE2529_TOTAL,11341,25-29,TOTAL,27180,"Jackson, TN",35.753215,-88.882692
5551,27180,180799,AGE2529_MALE,5499,25-29,MALE,27180,"Jackson, TN",35.753215,-88.882692
5552,27180,180799,AGE2529_FEMALE,5842,25-29,FEMALE,27180,"Jackson, TN",35.753215,-88.882692
5553,27180,180799,AGE3034_TOTAL,11010,30-34,TOTAL,27180,"Jackson, TN",35.753215,-88.882692
5554,27180,180799,AGE3034_MALE,5152,30-34,MALE,27180,"Jackson, TN",35.753215,-88.882692
5555,27180,180799,AGE3034_FEMALE,5858,30-34,FEMALE,27180,"Jackson, TN",35.753215,-88.882692
5556,27180,180799,AGE3539_TOTAL,10581,35-39,TOTAL,27180,"Jackson, TN",35.753215,-88.882692
5557,27180,180799,AGE3539_MALE,5064,35-39,MALE,27180,"Jackson, TN",35.753215,-88.882692
5558,27180,180799,AGE3539_FEMALE,5517,35-39,FEMALE,27180,"Jackson, TN",35.753215,-88.882692
5559,27180,180799,AGE4044_TOTAL,10737,40-44,TOTAL,27180,"Jackson, TN",35.753215,-88.882692
5560,27180,180799,AGE4044_MALE,5165,40-44,MALE,27180,"Jackson, TN",35.753215,-88.882692
5561,27180,180799,AGE4044_FEMALE,5572,40-44,FEMALE,27180,"Jackson, TN",35.753215,-88.882692
5562,27180,180799,AGE4549_TOTAL,10456,45-49,TOTAL,27180,"Jackson, TN",35.753215,-88.882692
5563,27180,180799,AGE4549_MALE,5035,45-49,MALE,27180,"Jackson, TN",35.753215,-88.882692
5564,27180,180799,AGE4549_FEMALE,5421,45-49,FEMALE,27180,"Jackson, TN",35.753215,-88.882692
5565,27180,180799,AGE5054_TOTAL,11105,50-54,TOTAL,27180,"Jackson, TN",35.753215,-88.882692
5566,27180,180799,AGE5054_MALE,5400,50-54,MALE,27180,"Jackson, TN",35.753215,-88.882692
5567,27180,180799,AGE5054_FEMALE,5705,50-54,FEMALE,27180,"Jackson, TN",35.753215,-88.882692
5568,27180,180799,AGE5559_TOTAL,12166,55-59,TOTAL,27180,"Jackson, TN",35.753215,-88.882692
5569,27180,180799,AGE5559_MALE,5827,55-59,MALE,27180,"Jackson, TN",35.753215,-88.882692
5570,27180,180799,AGE5559_FEMALE,6339,55-59,FEMALE,27180,"Jackson, TN",35.753215,-88.882692
5571,27180,180799,AGE6064_TOTAL,12018,60-64,TOTAL,27180,"Jackson, TN",35.753215,-88.882692
5572,27180,180799,AGE6064_MALE,5682,60-64,MALE,27180,"Jackson, TN",35.753215,-88.882692
5573,27180,180799,AGE6064_FEMALE,6336,60-64,FEMALE,27180,"Jackson, TN",35.753215,-88.882692
5574,27180,180799,AGE65PLUS_TOTAL,32471,65+,TOTAL,27180,"Jackson, TN",35.753215,-88.882692
5575,27180,180799,AGE65PLUS_MALE,14248,65+,MALE,27180,"Jackson, TN",35.753215,-88.882692
5576,27180,180799,AGE65PLUS_FEMALE,18223,65+,FEMALE,27180,"Jackson, TN",35.753215,-88.882692
5577,27260,1637666,AGE1519_TOTAL,97477,15-19,TOTAL,27260,"Jacksonville, FL",30.236594,-81.754446
5578,27260,1637666,AGE1519_MALE,50136,15-19,MALE,27260,"Jacksonville, FL",30.236594,-81.754446
5579,27260,1637666,AGE1519_FEMALE,47341,15-19,FEMALE,27260,"Jacksonville, FL",30.236594,-81.754446
5580,27260,1637666,AGE2024_TOTAL,95248,20-24,TOTAL,27260,"Jacksonville, FL",30.236594,-81.754446
5581,27260,1637666,AGE2024_MALE,48591,20-24,MALE,27260,"Jacksonville, FL",30.236594,-81.754446
5582,27260,1637666,AGE2024_FEMALE,46657,20-24,FEMALE,27260,"Jacksonville, FL",30.236594,-81.754446
5583,27260,1637666,AGE2529_TOTAL,109919,25-29,TOTAL,27260,"Jacksonville, FL",30.236594,-81.754446
5584,27260,1637666,AGE2529_MALE,55130,25-29,MALE,27260,"Jacksonville, FL",30.236594,-81.754446
5585,27260,1637666,AGE2529_FEMALE,54789,25-29,FEMALE,27260,"Jacksonville, FL",30.236594,-81.754446
5586,27260,1637666,AGE3034_TOTAL,119780,30-34,TOTAL,27260,"Jacksonville, FL",30.236594,-81.754446
5587,27260,1637666,AGE3034_MALE,59177,30-34,MALE,27260,"Jacksonville, FL",30.236594,-81.754446
5588,27260,1637666,AGE3034_FEMALE,60603,30-34,FEMALE,27260,"Jacksonville, FL",30.236594,-81.754446
5589,27260,1637666,AGE3539_TOTAL,113567,35-39,TOTAL,27260,"Jacksonville, FL",30.236594,-81.754446
5590,27260,1637666,AGE3539_MALE,55744,35-39,MALE,27260,"Jacksonville, FL",30.236594,-81.754446
5591,27260,1637666,AGE3539_FEMALE,57823,35-39,FEMALE,27260,"Jacksonville, FL",30.236594,-81.754446
5592,27260,1637666,AGE4044_TOTAL,104856,40-44,TOTAL,27260,"Jacksonville, FL",30.236594,-81.754446
5593,27260,1637666,AGE4044_MALE,51586,40-44,MALE,27260,"Jacksonville, FL",30.236594,-81.754446
5594,27260,1637666,AGE4044_FEMALE,53270,40-44,FEMALE,27260,"Jacksonville, FL",30.236594,-81.754446
5595,27260,1637666,AGE4549_TOTAL,98342,45-49,TOTAL,27260,"Jacksonville, FL",30.236594,-81.754446
5596,27260,1637666,AGE4549_MALE,48323,45-49,MALE,27260,"Jacksonville, FL",30.236594,-81.754446
5597,27260,1637666,AGE4549_FEMALE,50019,45-49,FEMALE,27260,"Jacksonville, FL",30.236594,-81.754446
5598,27260,1637666,AGE5054_TOTAL,104444,50-54,TOTAL,27260,"Jacksonville, FL",30.236594,-81.754446
5599,27260,1637666,AGE5054_MALE,51423,50-54,MALE,27260,"Jacksonville, FL",30.236594,-81.754446
5600,27260,1637666,AGE5054_FEMALE,53021,50-54,FEMALE,27260,"Jacksonville, FL",30.236594,-81.754446
5601,27260,1637666,AGE5559_TOTAL,109908,55-59,TOTAL,27260,"Jacksonville, FL",30.236594,-81.754446
5602,27260,1637666,AGE5559_MALE,53064,55-59,MALE,27260,"Jacksonville, FL",30.236594,-81.754446
5603,27260,1637666,AGE5559_FEMALE,56844,55-59,FEMALE,27260,"Jacksonville, FL",30.236594,-81.754446
5604,27260,1637666,AGE6064_TOTAL,108342,60-64,TOTAL,27260,"Jacksonville, FL",30.236594,-81.754446
5605,27260,1637666,AGE6064_MALE,51656,60-64,MALE,27260,"Jacksonville, FL",30.236594,-81.754446
5606,27260,1637666,AGE6064_FEMALE,56686,60-64,FEMALE,27260,"Jacksonville, FL",30.236594,-81.754446
5607,27260,1637666,AGE65PLUS_TOTAL,272056,65+,TOTAL,27260,"Jacksonville, FL",30.236594,-81.754446
5608,27260,1637666,AGE65PLUS_MALE,122123,65+,MALE,27260,"Jacksonville, FL",30.236594,-81.754446
5609,27260,1637666,AGE65PLUS_FEMALE,149933,65+,FEMALE,27260,"Jacksonville, FL",30.236594,-81.754446
5610,27340,206160,AGE1519_TOTAL,16242,15-19,TOTAL,27340,"Jacksonville, NC",34.763109,-77.499469
5611,27340,206160,AGE1519_MALE,10824,15-19,MALE,27340,"Jacksonville, NC",34.763109,-77.499469
5612,27340,206160,AGE1519_FEMALE,5418,15-19,FEMALE,27340,"Jacksonville, NC",34.763109,-77.499469
5613,27340,206160,AGE2024_TOTAL,34557,20-24,TOTAL,27340,"Jacksonville, NC",34.763109,-77.499469
5614,27340,206160,AGE2024_MALE,25580,20-24,MALE,27340,"Jacksonville, NC",34.763109,-77.499469
5615,27340,206160,AGE2024_FEMALE,8977,20-24,FEMALE,27340,"Jacksonville, NC",34.763109,-77.499469
5616,27340,206160,AGE2529_TOTAL,19569,25-29,TOTAL,27340,"Jacksonville, NC",34.763109,-77.499469
5617,27340,206160,AGE2529_MALE,11348,25-29,MALE,27340,"Jacksonville, NC",34.763109,-77.499469
5618,27340,206160,AGE2529_FEMALE,8221,25-29,FEMALE,27340,"Jacksonville, NC",34.763109,-77.499469
5619,27340,206160,AGE3034_TOTAL,16043,30-34,TOTAL,27340,"Jacksonville, NC",34.763109,-77.499469
5620,27340,206160,AGE3034_MALE,8314,30-34,MALE,27340,"Jacksonville, NC",34.763109,-77.499469
5621,27340,206160,AGE3034_FEMALE,7729,30-34,FEMALE,27340,"Jacksonville, NC",34.763109,-77.499469
5622,27340,206160,AGE3539_TOTAL,13581,35-39,TOTAL,27340,"Jacksonville, NC",34.763109,-77.499469
5623,27340,206160,AGE3539_MALE,7044,35-39,MALE,27340,"Jacksonville, NC",34.763109,-77.499469
5624,27340,206160,AGE3539_FEMALE,6537,35-39,FEMALE,27340,"Jacksonville, NC",34.763109,-77.499469
5625,27340,206160,AGE4044_TOTAL,9960,40-44,TOTAL,27340,"Jacksonville, NC",34.763109,-77.499469
5626,27340,206160,AGE4044_MALE,4956,40-44,MALE,27340,"Jacksonville, NC",34.763109,-77.499469
5627,27340,206160,AGE4044_FEMALE,5004,40-44,FEMALE,27340,"Jacksonville, NC",34.763109,-77.499469
5628,27340,206160,AGE4549_TOTAL,8055,45-49,TOTAL,27340,"Jacksonville, NC",34.763109,-77.499469
5629,27340,206160,AGE4549_MALE,4016,45-49,MALE,27340,"Jacksonville, NC",34.763109,-77.499469
5630,27340,206160,AGE4549_FEMALE,4039,45-49,FEMALE,27340,"Jacksonville, NC",34.763109,-77.499469
5631,27340,206160,AGE5054_TOTAL,7580,50-54,TOTAL,27340,"Jacksonville, NC",34.763109,-77.499469
5632,27340,206160,AGE5054_MALE,3544,50-54,MALE,27340,"Jacksonville, NC",34.763109,-77.499469
5633,27340,206160,AGE5054_FEMALE,4036,50-54,FEMALE,27340,"Jacksonville, NC",34.763109,-77.499469
5634,27340,206160,AGE5559_TOTAL,8324,55-59,TOTAL,27340,"Jacksonville, NC",34.763109,-77.499469
5635,27340,206160,AGE5559_MALE,3862,55-59,MALE,27340,"Jacksonville, NC",34.763109,-77.499469
5636,27340,206160,AGE5559_FEMALE,4462,55-59,FEMALE,27340,"Jacksonville, NC",34.763109,-77.499469
5637,27340,206160,AGE6064_TOTAL,8435,60-64,TOTAL,27340,"Jacksonville, NC",34.763109,-77.499469
5638,27340,206160,AGE6064_MALE,3952,60-64,MALE,27340,"Jacksonville, NC",34.763109,-77.499469
5639,27340,206160,AGE6064_FEMALE,4483,60-64,FEMALE,27340,"Jacksonville, NC",34.763109,-77.499469
5640,27340,206160,AGE65PLUS_TOTAL,20382,65+,TOTAL,27340,"Jacksonville, NC",34.763109,-77.499469
5641,27340,206160,AGE65PLUS_MALE,9229,65+,MALE,27340,"Jacksonville, NC",34.763109,-77.499469
5642,27340,206160,AGE65PLUS_FEMALE,11153,65+,FEMALE,27340,"Jacksonville, NC",34.763109,-77.499469
5643,27500,164381,AGE1519_TOTAL,10792,15-19,TOTAL,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5644,27500,164381,AGE1519_MALE,5487,15-19,MALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5645,27500,164381,AGE1519_FEMALE,5305,15-19,FEMALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5646,27500,164381,AGE2024_TOTAL,9817,20-24,TOTAL,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5647,27500,164381,AGE2024_MALE,5011,20-24,MALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5648,27500,164381,AGE2024_FEMALE,4806,20-24,FEMALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5649,27500,164381,AGE2529_TOTAL,10263,25-29,TOTAL,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5650,27500,164381,AGE2529_MALE,5198,25-29,MALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5651,27500,164381,AGE2529_FEMALE,5065,25-29,FEMALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5652,27500,164381,AGE3034_TOTAL,9887,30-34,TOTAL,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5653,27500,164381,AGE3034_MALE,4974,30-34,MALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5654,27500,164381,AGE3034_FEMALE,4913,30-34,FEMALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5655,27500,164381,AGE3539_TOTAL,10589,35-39,TOTAL,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5656,27500,164381,AGE3539_MALE,5230,35-39,MALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5657,27500,164381,AGE3539_FEMALE,5359,35-39,FEMALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5658,27500,164381,AGE4044_TOTAL,10312,40-44,TOTAL,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5659,27500,164381,AGE4044_MALE,5253,40-44,MALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5660,27500,164381,AGE4044_FEMALE,5059,40-44,FEMALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5661,27500,164381,AGE4549_TOTAL,9631,45-49,TOTAL,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5662,27500,164381,AGE4549_MALE,4788,45-49,MALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5663,27500,164381,AGE4549_FEMALE,4843,45-49,FEMALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5664,27500,164381,AGE5054_TOTAL,10783,50-54,TOTAL,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5665,27500,164381,AGE5054_MALE,5424,50-54,MALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5666,27500,164381,AGE5054_FEMALE,5359,50-54,FEMALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5667,27500,164381,AGE5559_TOTAL,11686,55-59,TOTAL,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5668,27500,164381,AGE5559_MALE,5789,55-59,MALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5669,27500,164381,AGE5559_FEMALE,5897,55-59,FEMALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5670,27500,164381,AGE6064_TOTAL,11583,60-64,TOTAL,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5671,27500,164381,AGE6064_MALE,5727,60-64,MALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5672,27500,164381,AGE6064_FEMALE,5856,60-64,FEMALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5673,27500,164381,AGE65PLUS_TOTAL,28507,65+,TOTAL,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5674,27500,164381,AGE65PLUS_MALE,12923,65+,MALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5675,27500,164381,AGE65PLUS_FEMALE,15584,65+,FEMALE,27500,"Janesville-Beloit, WI",42.66988,-89.075284
5676,27620,150706,AGE1519_TOTAL,10223,15-19,TOTAL,27620,"Jefferson City, MO",38.636885,-92.088876
5677,27620,150706,AGE1519_MALE,5249,15-19,MALE,27620,"Jefferson City, MO",38.636885,-92.088876
5678,27620,150706,AGE1519_FEMALE,4974,15-19,FEMALE,27620,"Jefferson City, MO",38.636885,-92.088876
5679,27620,150706,AGE2024_TOTAL,9435,20-24,TOTAL,27620,"Jefferson City, MO",38.636885,-92.088876
5680,27620,150706,AGE2024_MALE,4973,20-24,MALE,27620,"Jefferson City, MO",38.636885,-92.088876
5681,27620,150706,AGE2024_FEMALE,4462,20-24,FEMALE,27620,"Jefferson City, MO",38.636885,-92.088876
5682,27620,150706,AGE2529_TOTAL,9385,25-29,TOTAL,27620,"Jefferson City, MO",38.636885,-92.088876
5683,27620,150706,AGE2529_MALE,5100,25-29,MALE,27620,"Jefferson City, MO",38.636885,-92.088876
5684,27620,150706,AGE2529_FEMALE,4285,25-29,FEMALE,27620,"Jefferson City, MO",38.636885,-92.088876
5685,27620,150706,AGE3034_TOTAL,9835,30-34,TOTAL,27620,"Jefferson City, MO",38.636885,-92.088876
5686,27620,150706,AGE3034_MALE,5316,30-34,MALE,27620,"Jefferson City, MO",38.636885,-92.088876
5687,27620,150706,AGE3034_FEMALE,4519,30-34,FEMALE,27620,"Jefferson City, MO",38.636885,-92.088876
5688,27620,150706,AGE3539_TOTAL,9900,35-39,TOTAL,27620,"Jefferson City, MO",38.636885,-92.088876
5689,27620,150706,AGE3539_MALE,5370,35-39,MALE,27620,"Jefferson City, MO",38.636885,-92.088876
5690,27620,150706,AGE3539_FEMALE,4530,35-39,FEMALE,27620,"Jefferson City, MO",38.636885,-92.088876
5691,27620,150706,AGE4044_TOTAL,9613,40-44,TOTAL,27620,"Jefferson City, MO",38.636885,-92.088876
5692,27620,150706,AGE4044_MALE,5178,40-44,MALE,27620,"Jefferson City, MO",38.636885,-92.088876
5693,27620,150706,AGE4044_FEMALE,4435,40-44,FEMALE,27620,"Jefferson City, MO",38.636885,-92.088876
5694,27620,150706,AGE4549_TOTAL,8941,45-49,TOTAL,27620,"Jefferson City, MO",38.636885,-92.088876
5695,27620,150706,AGE4549_MALE,4780,45-49,MALE,27620,"Jefferson City, MO",38.636885,-92.088876
5696,27620,150706,AGE4549_FEMALE,4161,45-49,FEMALE,27620,"Jefferson City, MO",38.636885,-92.088876
5697,27620,150706,AGE5054_TOTAL,9634,50-54,TOTAL,27620,"Jefferson City, MO",38.636885,-92.088876
5698,27620,150706,AGE5054_MALE,5010,50-54,MALE,27620,"Jefferson City, MO",38.636885,-92.088876
5699,27620,150706,AGE5054_FEMALE,4624,50-54,FEMALE,27620,"Jefferson City, MO",38.636885,-92.088876
5700,27620,150706,AGE5559_TOTAL,10176,55-59,TOTAL,27620,"Jefferson City, MO",38.636885,-92.088876
5701,27620,150706,AGE5559_MALE,5179,55-59,MALE,27620,"Jefferson City, MO",38.636885,-92.088876
5702,27620,150706,AGE5559_FEMALE,4997,55-59,FEMALE,27620,"Jefferson City, MO",38.636885,-92.088876
5703,27620,150706,AGE6064_TOTAL,9947,60-64,TOTAL,27620,"Jefferson City, MO",38.636885,-92.088876
5704,27620,150706,AGE6064_MALE,4894,60-64,MALE,27620,"Jefferson City, MO",38.636885,-92.088876
5705,27620,150706,AGE6064_FEMALE,5053,60-64,FEMALE,27620,"Jefferson City, MO",38.636885,-92.088876
5706,27620,150706,AGE65PLUS_TOTAL,26372,65+,TOTAL,27620,"Jefferson City, MO",38.636885,-92.088876
5707,27620,150706,AGE65PLUS_MALE,12186,65+,MALE,27620,"Jefferson City, MO",38.636885,-92.088876
5708,27620,150706,AGE65PLUS_FEMALE,14186,65+,FEMALE,27620,"Jefferson City, MO",38.636885,-92.088876
5709,27740,208068,AGE1519_TOTAL,12645,15-19,TOTAL,27740,"Johnson City, TN",36.265822,-82.332693
5710,27740,208068,AGE1519_MALE,6361,15-19,MALE,27740,"Johnson City, TN",36.265822,-82.332693
5711,27740,208068,AGE1519_FEMALE,6284,15-19,FEMALE,27740,"Johnson City, TN",36.265822,-82.332693
5712,27740,208068,AGE2024_TOTAL,15559,20-24,TOTAL,27740,"Johnson City, TN",36.265822,-82.332693
5713,27740,208068,AGE2024_MALE,7583,20-24,MALE,27740,"Johnson City, TN",36.265822,-82.332693
5714,27740,208068,AGE2024_FEMALE,7976,20-24,FEMALE,27740,"Johnson City, TN",36.265822,-82.332693
5715,27740,208068,AGE2529_TOTAL,13200,25-29,TOTAL,27740,"Johnson City, TN",36.265822,-82.332693
5716,27740,208068,AGE2529_MALE,6639,25-29,MALE,27740,"Johnson City, TN",36.265822,-82.332693
5717,27740,208068,AGE2529_FEMALE,6561,25-29,FEMALE,27740,"Johnson City, TN",36.265822,-82.332693
5718,27740,208068,AGE3034_TOTAL,12629,30-34,TOTAL,27740,"Johnson City, TN",36.265822,-82.332693
5719,27740,208068,AGE3034_MALE,6377,30-34,MALE,27740,"Johnson City, TN",36.265822,-82.332693
5720,27740,208068,AGE3034_FEMALE,6252,30-34,FEMALE,27740,"Johnson City, TN",36.265822,-82.332693
5721,27740,208068,AGE3539_TOTAL,11727,35-39,TOTAL,27740,"Johnson City, TN",36.265822,-82.332693
5722,27740,208068,AGE3539_MALE,5902,35-39,MALE,27740,"Johnson City, TN",36.265822,-82.332693
5723,27740,208068,AGE3539_FEMALE,5825,35-39,FEMALE,27740,"Johnson City, TN",36.265822,-82.332693
5724,27740,208068,AGE4044_TOTAL,11870,40-44,TOTAL,27740,"Johnson City, TN",36.265822,-82.332693
5725,27740,208068,AGE4044_MALE,5941,40-44,MALE,27740,"Johnson City, TN",36.265822,-82.332693
5726,27740,208068,AGE4044_FEMALE,5929,40-44,FEMALE,27740,"Johnson City, TN",36.265822,-82.332693
5727,27740,208068,AGE4549_TOTAL,12904,45-49,TOTAL,27740,"Johnson City, TN",36.265822,-82.332693
5728,27740,208068,AGE4549_MALE,6448,45-49,MALE,27740,"Johnson City, TN",36.265822,-82.332693
5729,27740,208068,AGE4549_FEMALE,6456,45-49,FEMALE,27740,"Johnson City, TN",36.265822,-82.332693
5730,27740,208068,AGE5054_TOTAL,14199,50-54,TOTAL,27740,"Johnson City, TN",36.265822,-82.332693
5731,27740,208068,AGE5054_MALE,7155,50-54,MALE,27740,"Johnson City, TN",36.265822,-82.332693
5732,27740,208068,AGE5054_FEMALE,7044,50-54,FEMALE,27740,"Johnson City, TN",36.265822,-82.332693
5733,27740,208068,AGE5559_TOTAL,14512,55-59,TOTAL,27740,"Johnson City, TN",36.265822,-82.332693
5734,27740,208068,AGE5559_MALE,7240,55-59,MALE,27740,"Johnson City, TN",36.265822,-82.332693
5735,27740,208068,AGE5559_FEMALE,7272,55-59,FEMALE,27740,"Johnson City, TN",36.265822,-82.332693
5736,27740,208068,AGE6064_TOTAL,14716,60-64,TOTAL,27740,"Johnson City, TN",36.265822,-82.332693
5737,27740,208068,AGE6064_MALE,7066,60-64,MALE,27740,"Johnson City, TN",36.265822,-82.332693
5738,27740,208068,AGE6064_FEMALE,7650,60-64,FEMALE,27740,"Johnson City, TN",36.265822,-82.332693
5739,27740,208068,AGE65PLUS_TOTAL,42923,65+,TOTAL,27740,"Johnson City, TN",36.265822,-82.332693
5740,27740,208068,AGE65PLUS_MALE,19793,65+,MALE,27740,"Johnson City, TN",36.265822,-82.332693
5741,27740,208068,AGE65PLUS_FEMALE,23130,65+,FEMALE,27740,"Johnson City, TN",36.265822,-82.332693
5742,27780,132167,AGE1519_TOTAL,8511,15-19,TOTAL,27780,"Johnstown, PA",40.510227,-78.710477
5743,27780,132167,AGE1519_MALE,4380,15-19,MALE,27780,"Johnstown, PA",40.510227,-78.710477
5744,27780,132167,AGE1519_FEMALE,4131,15-19,FEMALE,27780,"Johnstown, PA",40.510227,-78.710477
5745,27780,132167,AGE2024_TOTAL,8096,20-24,TOTAL,27780,"Johnstown, PA",40.510227,-78.710477
5746,27780,132167,AGE2024_MALE,4178,20-24,MALE,27780,"Johnstown, PA",40.510227,-78.710477
5747,27780,132167,AGE2024_FEMALE,3918,20-24,FEMALE,27780,"Johnstown, PA",40.510227,-78.710477
5748,27780,132167,AGE2529_TOTAL,6846,25-29,TOTAL,27780,"Johnstown, PA",40.510227,-78.710477
5749,27780,132167,AGE2529_MALE,3566,25-29,MALE,27780,"Johnstown, PA",40.510227,-78.710477
5750,27780,132167,AGE2529_FEMALE,3280,25-29,FEMALE,27780,"Johnstown, PA",40.510227,-78.710477
5751,27780,132167,AGE3034_TOTAL,7018,30-34,TOTAL,27780,"Johnstown, PA",40.510227,-78.710477
5752,27780,132167,AGE3034_MALE,3607,30-34,MALE,27780,"Johnstown, PA",40.510227,-78.710477
5753,27780,132167,AGE3034_FEMALE,3411,30-34,FEMALE,27780,"Johnstown, PA",40.510227,-78.710477
5754,27780,132167,AGE3539_TOTAL,6850,35-39,TOTAL,27780,"Johnstown, PA",40.510227,-78.710477
5755,27780,132167,AGE3539_MALE,3495,35-39,MALE,27780,"Johnstown, PA",40.510227,-78.710477
5756,27780,132167,AGE3539_FEMALE,3355,35-39,FEMALE,27780,"Johnstown, PA",40.510227,-78.710477
5757,27780,132167,AGE4044_TOTAL,7246,40-44,TOTAL,27780,"Johnstown, PA",40.510227,-78.710477
5758,27780,132167,AGE4044_MALE,3679,40-44,MALE,27780,"Johnstown, PA",40.510227,-78.710477
5759,27780,132167,AGE4044_FEMALE,3567,40-44,FEMALE,27780,"Johnstown, PA",40.510227,-78.710477
5760,27780,132167,AGE4549_TOTAL,7600,45-49,TOTAL,27780,"Johnstown, PA",40.510227,-78.710477
5761,27780,132167,AGE4549_MALE,3869,45-49,MALE,27780,"Johnstown, PA",40.510227,-78.710477
5762,27780,132167,AGE4549_FEMALE,3731,45-49,FEMALE,27780,"Johnstown, PA",40.510227,-78.710477
5763,27780,132167,AGE5054_TOTAL,8536,50-54,TOTAL,27780,"Johnstown, PA",40.510227,-78.710477
5764,27780,132167,AGE5054_MALE,4362,50-54,MALE,27780,"Johnstown, PA",40.510227,-78.710477
5765,27780,132167,AGE5054_FEMALE,4174,50-54,FEMALE,27780,"Johnstown, PA",40.510227,-78.710477
5766,27780,132167,AGE5559_TOTAL,9295,55-59,TOTAL,27780,"Johnstown, PA",40.510227,-78.710477
5767,27780,132167,AGE5559_MALE,4694,55-59,MALE,27780,"Johnstown, PA",40.510227,-78.710477
5768,27780,132167,AGE5559_FEMALE,4601,55-59,FEMALE,27780,"Johnstown, PA",40.510227,-78.710477
5769,27780,132167,AGE6064_TOTAL,10402,60-64,TOTAL,27780,"Johnstown, PA",40.510227,-78.710477
5770,27780,132167,AGE6064_MALE,5171,60-64,MALE,27780,"Johnstown, PA",40.510227,-78.710477
5771,27780,132167,AGE6064_FEMALE,5231,60-64,FEMALE,27780,"Johnstown, PA",40.510227,-78.710477
5772,27780,132167,AGE65PLUS_TOTAL,31020,65+,TOTAL,27780,"Johnstown, PA",40.510227,-78.710477
5773,27780,132167,AGE65PLUS_MALE,14059,65+,MALE,27780,"Johnstown, PA",40.510227,-78.710477
5774,27780,132167,AGE65PLUS_FEMALE,16961,65+,FEMALE,27780,"Johnstown, PA",40.510227,-78.710477
5775,27860,134878,AGE1519_TOTAL,9960,15-19,TOTAL,27860,"Jonesboro, AR",35.696978,-90.650175
5776,27860,134878,AGE1519_MALE,5052,15-19,MALE,27860,"Jonesboro, AR",35.696978,-90.650175
5777,27860,134878,AGE1519_FEMALE,4908,15-19,FEMALE,27860,"Jonesboro, AR",35.696978,-90.650175
5778,27860,134878,AGE2024_TOTAL,9595,20-24,TOTAL,27860,"Jonesboro, AR",35.696978,-90.650175
5779,27860,134878,AGE2024_MALE,4881,20-24,MALE,27860,"Jonesboro, AR",35.696978,-90.650175
5780,27860,134878,AGE2024_FEMALE,4714,20-24,FEMALE,27860,"Jonesboro, AR",35.696978,-90.650175
5781,27860,134878,AGE2529_TOTAL,9615,25-29,TOTAL,27860,"Jonesboro, AR",35.696978,-90.650175
5782,27860,134878,AGE2529_MALE,4671,25-29,MALE,27860,"Jonesboro, AR",35.696978,-90.650175
5783,27860,134878,AGE2529_FEMALE,4944,25-29,FEMALE,27860,"Jonesboro, AR",35.696978,-90.650175
5784,27860,134878,AGE3034_TOTAL,10088,30-34,TOTAL,27860,"Jonesboro, AR",35.696978,-90.650175
5785,27860,134878,AGE3034_MALE,4862,30-34,MALE,27860,"Jonesboro, AR",35.696978,-90.650175
5786,27860,134878,AGE3034_FEMALE,5226,30-34,FEMALE,27860,"Jonesboro, AR",35.696978,-90.650175
