,USPS,NAME,INTPTLAT,INTPTLONG,POPESTIMATE
1624,MT,Liberty County,48.559654,-111.036924,1946
1625,MT,Lincoln County,48.552385,-115.463185,20525
1626,MT,McCone County,47.629628,-105.757222,1718
1627,MT,Madison County,45.32529,-111.913791,8917
1628,MT,Meagher County,46.5857,-110.92174,1964
1629,MT,Mineral County,47.129687,-115.085385,4860
1630,MT,Missoula County,47.027263,-113.892691,119533
1631,MT,Musselshell County,46.505281,-108.439763,4896
1632,MT,Park County,45.463081,-110.53493,17473
1633,MT,Petroleum County,47.141917,-108.226575,519
1634,MT,Phillips County,48.250143,-107.928897,4192
1635,MT,Pondera County,48.228604,-112.220761,5994
1636,MT,Powder River County,45.408926,-105.555344,1702
1637,MT,Powell County,46.844225,-112.9311,6999
1638,MT,Prairie County,46.812384,-105.503994,1091
1639,MT,Ravalli County,46.077744,-114.105795,45959
1640,MT,Richland County,47.785633,-104.563408,11283
1641,MT,Roosevelt County,48.282747,-104.99517,10821
1642,MT,Rosebud County,46.173206,-106.666792,8124
1643,MT,Sanders County,47.756497,-115.180306,12959
1644,MT,Sheridan County,48.705523,-104.533913,3527
1645,MT,Silver Bow County,45.896232,-112.660071,35411
1646,MT,Stillwater County,45.658545,-109.381576,9044
1647,MT,Sweet Grass County,45.811292,-109.944796,3723
1648,MT,Teton County,47.819035,-112.281725,6269
1649,MT,Toole County,48.645125,-111.733472,5011
1650,MT,Treasure County,46.229441,-107.285772,768
1651,MT,Valley County,48.34985,-106.670424,7537
1652,MT,Wheatland County,46.496967,-109.857684,2059
1653,MT,Wibaux County,46.962966,-104.274518,934
1654,MT,Yellowstone County,45.936987,-108.276656,167146
1655,NE,Adams County,40.520632,-98.500044,31027
1656,NE,Antelope County,42.183225,-98.058037,6279
1657,NE,Arthur County,41.57193,-101.695917,439
1658,NE,Banner County,41.53975,-103.726263,692
1659,NE,Blaine County,41.931945,-99.996407,461
1660,NE,Boone County,41.703934,-98.070476,5386
1661,NE,Box Butte County,42.21038,-103.081779,10604
1662,NE,Boyd County,42.894448,-98.773022,1789
1663,NE,Brown County,42.359562,-99.92392,2908
1664,NE,Buffalo County,40.855265,-99.074984,50339
1665,NE,Burt County,41.854179,-96.337746,6709
1666,NE,Butler County,41.226072,-97.132039,8444
1667,NE,Cass County,40.909878,-96.140609,27017
1668,NE,Cedar County,42.60456,-97.25687,8330
1669,NE,Chase County,40.53039,-101.694192,3826
1670,NE,Cherry County,42.571323,-101.047653,5458
1671,NE,Cheyenne County,41.214236,-103.011929,9529
1672,NE,Clay County,40.523669,-98.050858,6078
1673,NE,Colfax County,41.57496,-97.088945,10498
1674,NE,Cuming County,41.915865,-96.788517,8984
1675,NE,Custer County,41.393893,-99.726866,10460
1676,NE,Dakota County,42.391624,-96.561327,21241
1677,NE,Dawes County,42.713038,-103.135436,8148
1678,NE,Dawson County,40.86784,-99.815583,23898
1679,NE,Deuel County,41.111903,-102.332609,1865
1680,NE,Dixon County,42.485086,-96.855784,5545
1681,NE,Dodge County,41.577008,-96.645852,37103
1682,NE,Douglas County,41.297091,-96.154066,585008
1683,NE,Dundy County,40.180165,-101.681133,1635
1684,NE,Fillmore County,40.52504,-97.596705,5546
1685,NE,Franklin County,40.183203,-98.96208,2903
1686,NE,Frontier County,40.530947,-100.406683,2555
1687,NE,Furnas County,40.191865,-99.909663,4604
1688,NE,Gage County,40.255234,-96.683453,21616
1689,NE,Garden County,41.633364,-102.302985,1847
1690,NE,Garfield County,41.906868,-98.951231,1839
1691,NE,Gosper County,40.509095,-99.823206,1824
1692,NE,Grant County,41.913957,-101.755965,579
1693,NE,Greeley County,41.567571,-98.530565,2169
1694,NE,Hall County,40.866027,-98.502664,61979
1695,NE,Hamilton County,40.872817,-98.022329,9386
1696,NE,Harlan County,40.178766,-99.403418,3091
1697,NE,Hayes County,40.537234,-101.047963,843
1698,NE,Hitchcock County,40.176896,-101.044217,2586
1699,NE,Holt County,42.459287,-98.784766,10049
1700,NE,Hooker County,41.920317,-101.117324,734
1701,NE,Howard County,41.216851,-98.513342,6531
1702,NE,Jefferson County,40.175736,-97.143103,7176
1703,NE,Johnson County,40.394955,-96.265264,5316
1704,NE,Kearney County,40.50912,-98.947602,6674
1705,NE,Keith County,41.194245,-101.644449,8279
1706,NE,Keya Paha County,42.87548,-99.718351,787
1707,NE,Kimball County,41.199274,-103.703153,3412
1708,NE,Knox County,42.634404,-97.891349,8401
1709,NE,Lancaster County,40.783547,-96.688658,324514
1710,NE,Lincoln County,41.050322,-100.744481,34133
1711,NE,Logan County,41.542155,-100.443665,687
1712,NE,Loup County,41.903183,-99.509852,604
1713,NE,McPherson County,41.648414,-101.120851,379
1714,NE,Madison County,41.909929,-97.606856,35337
1715,NE,Merrick County,41.16979,-98.031057,7665
1716,NE,Morrill County,41.732204,-102.990594,4574
1717,NE,Nance County,41.402385,-97.991408,3390
1718,NE,Nemaha County,40.387389,-95.852721,7064
1719,NE,Nuckolls County,40.176492,-98.046842,4060
1720,NE,Otoe County,40.637992,-96.131027,15930
1721,NE,Pawnee County,40.137797,-96.245214,2548
1722,NE,Perkins County,40.857646,-101.627468,2832
1723,NE,Phelps County,40.516365,-99.406557,8937
1724,NE,Pierce County,42.271413,-97.610992,7313
1725,NE,Platte County,41.576866,-97.513467,34241
1726,NE,Polk County,41.187925,-97.570663,5174
1727,NE,Red Willow County,40.16942,-100.468576,10623
1728,NE,Richardson County,40.123743,-95.718603,7759
1729,NE,Rock County,42.394749,-99.420851,1264
1730,NE,Saline County,40.516802,-97.131755,14192
1731,NE,Sarpy County,41.115064,-96.109125,193418
1732,NE,Saunders County,41.223388,-96.642097,22787
1733,NE,Scotts Bluff County,41.850331,-103.701549,35745
1734,NE,Seward County,40.871944,-97.140383,17603
1735,NE,Sheridan County,42.512289,-102.36828,5095
1736,NE,Sherman County,41.218743,-98.972849,2964
1737,NE,Sioux County,42.470668,-103.73217,1143
1738,NE,Stanton County,41.905045,-97.177109,5816
1739,NE,Thayer County,40.173845,-97.596263,4913
1740,NE,Thomas County,41.85573,-100.524703,673
1741,NE,Thurston County,42.154061,-96.533943,6620
1742,NE,Valley County,41.564094,-98.983484,4066
1743,NE,Washington County,41.533973,-96.224577,20969
1744,NE,Wayne County,42.210746,-97.126243,9784
1745,NE,Webster County,40.180646,-98.49859,3411
1746,NE,Wheeler County,41.922575,-98.520853,795
1747,NE,York County,40.873056,-97.596742,14244
1748,NV,Churchill County,39.53771,-118.264166,25723
1749,NV,Clark County,36.21413,-115.014398,2292476
1750,NV,Douglas County,38.905129,-119.609019,49870
1751,NV,Elko County,41.141133,-115.351424,53915
1752,NV,Esmeralda County,37.778966,-117.632382,743
1753,NV,Eureka County,39.977788,-116.272208,1903
1754,NV,Humboldt County,41.407914,-118.127591,17648
1755,NV,Lander County,39.90021,-117.04724,5798
1756,NV,Lincoln County,37.634605,-114.863037,4525
1757,NV,Lyon County,39.022213,-119.197425,60903
1758,NV,Mineral County,38.516647,-118.416279,4586
1759,NV,Nye County,37.965864,-116.459011,53450
1760,NV,Pershing County,40.439639,-118.409477,6741
1761,NV,Storey County,39.438385,-119.524646,4143
1762,NV,Washoe County,40.73132,-119.663269,493392
1763,NV,White Pine County,39.418176,-114.900565,9182
1764,NV,Carson City,39.15306,-119.747368,58993
1765,NH,Belknap County,43.519109,-71.425366,64460
1766,NH,Carroll County,43.867774,-71.20156,51500
1767,NH,Cheshire County,42.92546,-72.248183,77329
1768,NH,Coos County,44.652548,-71.289431,31289
1769,NH,Grafton County,43.926439,-71.842424,92201
1770,NH,Hillsborough County,42.911532,-71.723055,424079
1771,NH,Merrimack County,43.299579,-71.680041,155238
1772,NH,Rockingham County,42.988664,-71.09908,316947
1773,NH,Strafford County,43.293272,-71.035589,132416
1774,NH,Sullivan County,43.361188,-72.222084,43533
1775,NJ,Atlantic County,39.469355,-74.633759,274966
1776,NJ,Bergen County,40.959698,-74.074727,953819
1777,NJ,Burlington County,39.875786,-74.663006,464269
1778,NJ,Camden County,39.802407,-74.961249,523771
1779,NJ,Cape May County,39.085841,-74.846354,95661
1780,NJ,Cumberland County,39.328434,-75.121628,153627
1781,NJ,Essex County,40.7874,-74.246292,854917
1782,NJ,Gloucester County,39.722875,-75.145679,304477
1783,NJ,Hudson County,40.731375,-74.078601,702463
1784,NJ,Hunterdon County,40.565283,-74.911969,129924
1785,NJ,Mercer County,40.282503,-74.703724,385898
1786,NJ,Middlesex County,40.439621,-74.40743,860807
1787,NJ,Monmouth County,40.287048,-74.152446,645354
1788,NJ,Morris County,40.858896,-74.547292,510981
1789,NJ,Ocean County,39.865669,-74.258864,648998
1790,NJ,Passaic County,41.036655,-74.299408,518117
1791,NJ,Salem County,39.573828,-75.357356,65046
1792,NJ,Somerset County,40.565527,-74.619938,345647
1793,NJ,Sussex County,41.137461,-74.691914,145543
1794,NJ,Union County,40.659871,-74.308696,572114
1795,NJ,Warren County,40.853491,-75.009498,110731
1796,NM,Bernalillo County,35.053628,-106.66908,674393
1797,NM,Catron County,33.901621,-108.391928,3731
1798,NM,Chaves County,33.361604,-104.469837,64629
1799,NM,Cibola County,34.928272,-107.99268,27184
1800,NM,Colfax County,36.612964,-104.64011,12369
1801,NM,Curry County,34.572984,-103.346055,47999
1802,NM,De Baca County,34.359273,-104.368696,1680
1803,NM,Doña Ana County,32.349919,-106.834968,221508
1804,NM,Eddy County,32.457835,-104.306434,60911
1805,NM,Grant County,32.732087,-108.381504,27889
1806,NM,Guadalupe County,34.869782,-104.784968,4449
1807,NM,Harding County,35.859352,-103.853424,639
1808,NM,Hidalgo County,31.898052,-108.751929,4074
1809,NM,Lea County,32.795687,-103.413271,73004
1810,NM,Lincoln County,33.740841,-105.449805,20436
1811,NM,Los Alamos County,35.870047,-106.307968,19330
1812,NM,Luna County,32.184523,-107.747191,25532
1813,NM,McKinley County,35.584062,-108.253294,71780
1814,NM,Mora County,35.982841,-104.921898,4196
1815,NM,Otero County,32.615599,-105.751308,68537
1816,NM,Quay County,35.107018,-103.548071,8656
1817,NM,Rio Arriba County,36.509669,-106.693983,40179
1818,NM,Roosevelt County,34.021207,-103.483004,19019
1819,NM,Sandoval County,35.685091,-106.883119,151369
1820,NM,San Juan County,36.511624,-108.324578,120993
1821,NM,San Miguel County,35.476859,-104.803519,27150
1822,NM,Santa Fe County,35.514531,-105.963972,155201
1823,NM,Sierra County,33.119468,-107.188161,11502
1824,NM,Socorro County,33.991658,-106.939136,16311
1825,NM,Taos County,36.577183,-105.638878,34623
1826,NM,Torrance County,34.554978,-105.890557,15307
1827,NM,Union County,36.488085,-103.475723,4107
1828,NM,Valencia County,34.71684,-106.806582,77190
1829,NY,Albany County,42.58824,-73.97401,313743
1830,NY,Allegany County,42.247853,-78.026153,46106
1831,NY,Bronx County,40.848711,-73.852939,1424948
1832,NY,Broome County,42.161977,-75.830283,197240
1833,NY,Cattaraugus County,42.239099,-78.662332,76426
1834,NY,Cayuga County,43.008546,-76.574587,75880
1835,NY,Chautauqua County,42.304216,-79.407595,126807
1836,NY,Chemung County,42.148697,-76.752471,83045
1837,NY,Chenango County,42.478024,-75.602241,46537
1838,NY,Clinton County,44.752712,-73.705643,79596
1839,NY,Columbia County,42.247696,-73.626718,61778
1840,NY,Cortland County,42.594039,-76.07624,46311
1841,NY,Delaware County,42.193986,-74.966728,44378
1842,NY,Dutchess County,41.75477,-73.740041,297112
1843,NY,Erie County,42.752759,-78.778192,950683
1844,NY,Essex County,44.109601,-73.778431,37268
1845,NY,Franklin County,44.594376,-74.31067,47456
1846,NY,Fulton County,43.115609,-74.423678,53116
1847,NY,Genesee County,43.00091,-78.192778,57853
1848,NY,Greene County,42.279821,-74.142025,48499
1849,NY,Hamilton County,43.657879,-74.502456,5119
1850,NY,Herkimer County,43.571009,-74.841097,59937
1851,NY,Jefferson County,43.996389,-76.052968,116295
1852,NY,Kings County,40.635045,-73.95064,2641052
1853,NY,Lewis County,43.782681,-75.44414,26573
1854,NY,Livingston County,42.729042,-77.778463,61578
1855,NY,Madison County,42.910026,-75.663575,67658
1856,NY,Monroe County,43.250347,-77.700518,755160
1857,NY,Montgomery County,42.900891,-74.435357,49558
1858,NY,Nassau County,40.729612,-73.589414,1390907
1859,NY,New York County,40.776642,-73.970187,1576876
1860,NY,Niagara County,43.272672,-78.812943,211653
1861,NY,Oneida County,43.242727,-75.434282,230274
1862,NY,Onondaga County,43.006516,-76.196134,473236
1863,NY,Ontario County,42.856357,-77.303497,112508
1864,NY,Orange County,41.40241,-74.306252,404525
1865,NY,Orleans County,43.339906,-78.207028,40191
1866,NY,Oswego County,43.461443,-76.209262,117387
1867,NY,Otsego County,42.629776,-75.028841,58123
1868,NY,Putnam County,41.427907,-73.743861,97936
1869,NY,Queens County,40.654658,-73.841209,2331143
1870,NY,Rensselaer County,42.710421,-73.513845,160232
1871,NY,Richmond County,40.561263,-74.1399,493494
1872,NY,Rockland County,41.154628,-74.024662,339227
1873,NY,St. Lawrence County,44.488112,-75.074311,108051
1874,NY,Saratoga County,43.106135,-73.855387,237359
1875,NY,Schenectady County,42.817552,-74.043559,158089
1876,NY,Schoharie County,42.591294,-74.438172,29863
1877,NY,Schuyler County,42.419776,-76.938603,17752
1878,NY,Seneca County,42.782294,-76.827088,33688
1879,NY,Steuben County,42.266725,-77.385525,92948
1880,NY,Suffolk County,40.943554,-72.692218,1526344
1881,NY,Sullivan County,41.719993,-74.771577,79806
1882,NY,Tioga County,42.178057,-76.297456,47980
1883,NY,Tompkins County,42.453006,-76.473483,105162
1884,NY,Ulster County,41.947212,-74.265458,182951
1885,NY,Warren County,43.555105,-73.838139,65618
1886,NY,Washington County,43.312377,-73.439428,60956
1887,NY,Wayne County,43.218114,-77.049402,90923
1888,NY,Westchester County,41.152686,-73.745753,997895
1889,NY,Wyoming County,42.701363,-78.228567,40491
1890,NY,Yates County,42.638237,-77.104324,24613
1891,NC,Alamance County,36.043954,-79.400573,173877
1892,NC,Alexander County,35.920951,-81.177467,36644
1893,NC,Alleghany County,36.489356,-81.132299,11049
1894,NC,Anson County,34.974972,-80.109763,22060
1895,NC,Ashe County,36.443469,-81.499334,26711
1896,NC,Avery County,36.07209,-81.920285,17864
1897,NC,Beaufort County,35.482313,-76.842014,44468
1898,NC,Bertie County,36.059043,-76.962364,17505
1899,NC,Bladen County,34.591938,-78.539489,29525
1900,NC,Brunswick County,34.038754,-78.227765,144215
1901,NC,Buncombe County,35.609371,-82.530423,271534
1902,NC,Burke County,35.746182,-81.70618,87611
1903,NC,Cabarrus County,35.388346,-80.552728,231278
1904,NC,Caldwell County,35.966396,-81.51254,80463
1905,NC,Camden County,36.342344,-76.162488,10835
1906,NC,Carteret County,34.858343,-76.53586,68541
1907,NC,Caswell County,36.394298,-79.339609,22714
1908,NC,Catawba County,35.661883,-81.214906,161723
1909,NC,Chatham County,35.704994,-79.251454,77889
1910,NC,Cherokee County,35.13715,-84.061449,29167
1911,NC,Chowan County,36.128979,-76.602752,13722
1912,NC,Clay County,35.052997,-83.752264,11309
1913,NC,Cleveland County,35.33463,-81.557114,100359
1914,NC,Columbus County,34.261602,-78.639308,50092
1915,NC,Craven County,35.116829,-77.08132,100674
1916,NC,Cumberland County,35.050192,-78.828719,335508
1917,NC,Currituck County,36.372174,-75.941224,29653
1918,NC,Dare County,35.606269,-75.767536,37826
1919,NC,Davidson County,35.795131,-80.207107,170637
1920,NC,Davie County,35.929355,-80.542552,43533
1921,NC,Duplin County,34.934403,-77.933543,48515
1922,NC,Durham County,36.033828,-78.878125,326126
1923,NC,Edgecombe County,35.917077,-77.602742,48359
1924,NC,Forsyth County,36.132466,-80.256961,385523
1925,NC,Franklin County,36.088241,-78.28309,71703
1926,NC,Gaston County,35.293344,-81.177256,230856
1927,NC,Gates County,36.442135,-76.702355,10366
1928,NC,Graham County,35.348364,-83.830915,8043
1929,NC,Granville County,36.299884,-78.657634,61986
1930,NC,Greene County,35.481959,-77.681688,20417
1931,NC,Guilford County,36.079065,-79.788665,542410
1932,NC,Halifax County,36.251438,-77.644842,48272
1933,NC,Harnett County,35.368635,-78.87161,135966
1934,NC,Haywood County,35.558882,-82.981307,62476
1935,NC,Henderson County,35.336415,-82.479741,116829
1936,NC,Hertford County,36.363517,-76.981616,21278
1937,NC,Hoke County,35.017233,-79.241964,53114
1938,NC,Hyde County,35.408157,-76.153687,4508
1939,NC,Iredell County,35.806251,-80.874524,191968
1940,NC,Jackson County,35.285454,-83.123966,43410
1941,NC,Johnston County,35.513419,-78.367348,226504
1942,NC,Jones County,35.032268,-77.356195,9255
1943,NC,Lee County,35.476336,-79.172117,64138
1944,NC,Lenoir County,35.240066,-77.635514,54706
1945,NC,Lincoln County,35.488491,-81.226893,89670
1946,NC,McDowell County,35.682271,-82.048044,44717
1947,NC,Macon County,35.152959,-83.421901,37564
1948,NC,Madison County,35.864206,-82.712631,21502
1949,NC,Martin County,35.847301,-77.119602,21754
1950,NC,Mecklenburg County,35.246862,-80.833832,1122276
1951,NC,Mitchell County,36.013102,-82.163554,14963
1952,NC,Montgomery County,35.327548,-79.910752,25798
1953,NC,Moore County,35.308272,-79.492725,102763
1954,NC,Nash County,35.965945,-77.987555,95176
1955,NC,New Hanover County,34.183445,-77.864204,229018
1956,NC,Northampton County,36.421774,-77.398352,17129
1957,NC,Onslow County,34.763109,-77.499469,206160
1958,NC,Orange County,36.062526,-79.120034,148884
1959,NC,Pamlico County,35.147575,-76.665268,12344
1960,NC,Pasquotank County,36.265199,-76.260691,40821
1961,NC,Pender County,34.512556,-77.888106,62815
1962,NC,Perquimans County,36.180897,-76.403244,13130
1963,NC,Person County,36.38635,-78.965623,39127
1964,NC,Pitt County,35.59249,-77.372739,172169
1965,NC,Polk County,35.277901,-82.167621,19656
1966,NC,Randolph County,35.709915,-79.806215,145172
1967,NC,Richmond County,35.004636,-79.755695,42724
1968,NC,Robeson County,34.63921,-79.100881,116328
1969,NC,Rockingham County,36.381806,-79.782754,91266
1970,NC,Rowan County,35.641355,-80.521721,148150
1971,NC,Rutherford County,35.402747,-81.919582,64586
1972,NC,Sampson County,34.989298,-78.371261,58990
1973,NC,Scotland County,34.840023,-79.477337,34227
1974,NC,Stanly County,35.310449,-80.254374,63425
1975,NC,Stokes County,36.393797,-80.269921,44553
1976,NC,Surry County,36.415416,-80.686463,71152
1977,NC,Swain County,35.568849,-83.465614,14136
1978,NC,Transylvania County,35.210103,-82.816666,33165
1979,NC,Tyrrell County,35.87042,-76.165345,3254
1980,NC,Union County,34.99182,-80.530426,243648
1981,NC,Vance County,36.365481,-78.405434,42185
1982,NC,Wake County,35.789846,-78.650624,1150204
1983,NC,Warren County,36.398105,-78.099899,18762
1984,NC,Washington County,35.844713,-76.572291,10892
1985,NC,Watauga County,36.235368,-81.709888,54234
1986,NC,Wayne County,35.35419,-78.00867,116835
1987,NC,Wilkes County,36.208883,-81.166095,65806
1988,NC,Wilson County,35.700357,-77.921598,78369
1989,NC,Yadkin County,36.158765,-80.665164,37192
1990,NC,Yancey County,35.889326,-82.303954,18757
1991,ND,Adams County,46.096815,-102.533198,2167
1992,ND,Barnes County,46.94255,-98.070195,10806
1993,ND,Benson County,48.071743,-99.351152,5809
1994,ND,Billings County,47.007044,-103.364016,955
1995,ND,Bottineau County,48.794412,-100.831257,6390
1996,ND,Bowman County,46.110144,-103.505943,2903
1997,ND,Burke County,48.786453,-102.520087,2158
1998,ND,Burleigh County,46.978829,-100.469533,98933
1999,ND,Cass County,46.927003,-97.252375,186562
2000,ND,Cavalier County,48.768439,-98.46379,3662
2001,ND,Dickey County,46.107756,-98.496518,4897
2002,ND,Divide County,48.814754,-103.509326,2188
2003,ND,Dunn County,47.354557,-102.612322,4035
2004,ND,Eddy County,47.723436,-98.900474,2337
2005,ND,Emmons County,46.284255,-100.237842,3271
2006,ND,Foster County,47.471431,-98.872876,3364
2007,ND,Golden Valley County,46.938924,-103.844612,1770
2008,ND,Grand Forks County,47.926003,-97.450851,72705
2009,ND,Grant County,46.357827,-101.639049,2323
2010,ND,Griggs County,47.456334,-98.232286,2281
2011,ND,Hettinger County,46.435704,-102.454238,2430
2012,ND,Kidder County,46.938273,-99.731198,2369
2013,ND,LaMoure County,46.464195,-98.526057,4066
2014,ND,Logan County,46.469278,-99.504585,1883
2015,ND,McHenry County,48.233842,-100.633267,5249
2016,ND,McIntosh County,46.108682,-99.416487,2513
2017,ND,McKenzie County,47.742475,-103.403215,13819
2018,ND,McLean County,47.653206,-101.421914,9796
2019,ND,Mercer County,47.307147,-101.833328,8323
2020,ND,Morton County,46.710819,-101.298265,33611
2021,ND,Mountrail County,48.210073,-102.364895,9576
2022,ND,Nelson County,47.918667,-98.204428,3054
2023,ND,Oliver County,47.118079,-101.33142,1873
2024,ND,Pembina County,48.766896,-97.545405,6767
2025,ND,Pierce County,48.238883,-99.966497,3953
2026,ND,Ramsey County,48.266163,-98.739031,11572
2027,ND,Ransom County,46.449276,-97.647554,5675
2028,ND,Renville County,48.712781,-101.658152,2266
2029,ND,Richland County,46.265219,-96.93796,16560
2030,ND,Rolette County,48.768271,-99.840463,12048
2031,ND,Sargent County,46.108204,-97.630051,3829
2032,ND,Sheridan County,47.581359,-100.330986,1268
2033,ND,Sioux County,46.110618,-101.061284,3738
2034,ND,Slope County,46.445834,-103.462462,690
2035,ND,Stark County,46.817031,-102.662026,33046
2036,ND,Steele County,47.451062,-97.71892,1810
2037,ND,Stutsman County,46.972223,-98.956123,21576
2038,ND,Towner County,48.682183,-99.248158,2140
2039,ND,Traill County,47.446215,-97.164754,8003
2040,ND,Walsh County,48.376979,-97.72223,10469
2041,ND,Ward County,48.216686,-101.540537,69071
2042,ND,Wells County,47.580851,-99.682213,3905
2043,ND,Williams County,48.355765,-103.501333,38484
2044,OH,Adams County,38.834468,-83.478082,27542
2045,OH,Allen County,40.771627,-84.106103,101670
2046,OH,Ashland County,40.843273,-82.270127,52316
2047,OH,Ashtabula County,41.906637,-80.745592,97337
2048,OH,Athens County,39.332755,-82.045885,62056
2049,OH,Auglaize County,40.561309,-84.224018,46141
2050,OH,Belmont County,40.017682,-80.967727,65849
2051,OH,Brown County,38.931377,-83.866772,43662
2052,OH,Butler County,39.439747,-84.565734,390234
2053,OH,Carroll County,40.579884,-81.090787,26691
2054,OH,Champaign County,40.132775,-83.767604,38699
2055,OH,Clark County,39.917032,-83.783676,135633
2056,OH,Clermont County,39.052054,-84.149485,209642
2057,OH,Clinton County,39.416681,-83.804583,42004
2058,OH,Columbiana County,40.770073,-80.778455,101310
2059,OH,Coshocton County,40.29671,-81.930109,36618
2060,OH,Crawford County,40.848524,-82.924783,41754
2061,OH,Cuyahoga County,41.555037,-81.604957,1249387
2062,OH,Darke County,40.131467,-84.621191,51597
2063,OH,Defiance County,41.321679,-84.486433,38144
2064,OH,Delaware County,40.278941,-83.007462,220740
2065,OH,Erie County,41.394143,-82.586835,74852
2066,OH,Fairfield County,39.747694,-82.626685,161064
2067,OH,Fayette County,39.555246,-83.461893,28906
2068,OH,Franklin County,39.969875,-83.009086,1321414
2069,OH,Fulton County,41.597264,-84.124267,42450
2070,OH,Gallia County,38.817046,-82.301746,29158
2071,OH,Geauga County,41.499322,-81.173505,95565
2072,OH,Greene County,39.687479,-83.894894,168412
2073,OH,Guernsey County,40.056665,-81.497875,38287
2074,OH,Hamilton County,39.196927,-84.544187,826139
2075,OH,Hancock County,41.000217,-83.665947,74656
2076,OH,Hardin County,40.660415,-83.664077,30621
2077,OH,Harrison County,40.292318,-81.091565,14477
2078,OH,Henry County,41.331584,-84.0689,27538
2079,OH,Highland County,39.184422,-83.601359,43354
2080,OH,Hocking County,39.490342,-82.483447,28097
2081,OH,Holmes County,40.565597,-81.930001,44271
2082,OH,Huron County,41.14508,-82.594641,58367
2083,OH,Jackson County,39.013477,-82.614142,32511
2084,OH,Jefferson County,40.399384,-80.763527,64789
2085,OH,Knox County,40.40362,-82.422393,62897
2086,OH,Lake County,41.778142,-81.19733,232023
2087,OH,Lawrence County,38.603866,-82.517186,57445
2088,OH,Licking County,40.091505,-82.483435,180401
2089,OH,Logan County,40.387553,-83.766343,46035
2090,OH,Lorain County,41.438805,-82.179722,315595
2091,OH,Lucas County,41.682321,-83.468903,429191
2092,OH,Madison County,39.896607,-83.400885,44386
2093,OH,Mahoning County,41.01088,-80.770396,226762
2094,OH,Marion County,40.588034,-83.168803,65291
2095,OH,Medina County,41.116174,-81.899764,183092
2096,OH,Meigs County,39.089807,-82.028397,22049
2097,OH,Mercer County,40.535333,-84.632059,42309
2098,OH,Miami County,40.053326,-84.228413,109264
2099,OH,Monroe County,39.726253,-81.090983,13329
2100,OH,Montgomery County,39.753736,-84.290591,535840
2101,OH,Morgan County,39.624946,-81.861697,13682
2102,OH,Morrow County,40.525266,-82.797729,35151
2103,OH,Muskingum County,39.966046,-81.943506,86408
2104,OH,Noble County,39.767232,-81.452493,14176
2105,OH,Ottawa County,41.545495,-83.012613,40104
2106,OH,Paulding County,41.118948,-84.582125,18871
2107,OH,Perry County,39.743187,-82.237952,35460
2108,OH,Pickaway County,39.648947,-83.052827,59333
2109,OH,Pike County,39.071341,-83.052911,27089
2110,OH,Portage County,41.16897,-81.196962,162382
2111,OH,Preble County,39.73881,-84.644758,40867
2112,OH,Putnam County,41.024533,-84.129879,34318
2113,OH,Richland County,40.774159,-82.542781,125195
2114,OH,Ross County,39.323895,-83.059538,76891
2115,OH,Sandusky County,41.355319,-83.142776,58715
2116,OH,Scioto County,38.814889,-82.998675,73346
2117,OH,Seneca County,41.119992,-83.127547,54906
2118,OH,Shelby County,40.33668,-84.204142,47977
2119,OH,Stark County,40.814131,-81.365667,373834
2120,OH,Summit County,41.121847,-81.534928,537633
2121,OH,Trumbull County,41.306374,-80.7704,201335
2122,OH,Tuscarawas County,40.44749,-81.471105,92500
2123,OH,Union County,40.295901,-83.367042,64971
2124,OH,Van Wert County,40.85552,-84.585775,28732
2125,OH,Vinton County,39.252042,-82.485961,12696
2126,OH,Warren County,39.425663,-84.16994,246553
2127,OH,Washington County,39.450676,-81.490636,59423
2128,OH,Wayne County,40.829661,-81.887194,116710
2129,OH,Williams County,41.564959,-84.584324,36716
2130,OH,Wood County,41.360183,-83.622682,132472
2131,OH,Wyandot County,40.839782,-83.313681,21708
2132,OK,Adair County,35.898043,-94.651026,19414
2133,OK,Alfalfa County,36.729703,-98.323445,5710
2134,OK,Atoka County,34.392469,-96.036558,14324
2135,OK,Beaver County,36.748334,-100.483056,4980
2136,OK,Beckham County,35.270601,-99.690057,22046
2137,OK,Blaine County,35.877795,-98.429031,8562
2138,OK,Bryan County,33.964004,-96.265135,47105
2139,OK,Caddo County,35.16792,-98.381045,26368
2140,OK,Canadian County,35.543354,-97.979889,161737
2141,OK,Carter County,34.251848,-97.287927,48291
2142,OK,Cherokee County,35.904367,-94.996796,47627
2143,OK,Choctaw County,34.027699,-95.554079,14307
2144,OK,Cimarron County,36.74839,-102.517698,2248
2145,OK,Cleveland County,35.206376,-97.323088,297597
2146,OK,Coal County,34.582861,-96.288039,5276
2147,OK,Comanche County,34.662625,-98.476586,122063
2148,OK,Cotton County,34.290676,-98.373438,5480
2149,OK,Craig County,36.76389,-95.201553,14115
2150,OK,Creek County,35.907398,-96.380177,72029
2151,OK,Custer County,35.645601,-98.997386,28163
2152,OK,Delaware County,36.393437,-94.808189,41000
2153,OK,Dewey County,35.97796,-99.014385,4417
2154,OK,Ellis County,36.224258,-99.750139,3762
2155,OK,Garfield County,36.378132,-97.788741,61926
2156,OK,Garvin County,34.70935,-97.312723,25804
2157,OK,Grady County,35.021058,-97.88689,55508
2158,OK,Grant County,36.788254,-97.788151,4131
2159,OK,Greer County,34.933853,-99.552968,5487
