,USPS,NAME,INTPTLAT,INTPTLONG,POPESTIMATE
543,GA,Wilcox County,31.96272,-83.438259,8739
544,GA,Wilkes County,33.779031,-82.747921,9513
545,GA,Wilkinson County,32.804266,-83.175512,8831
546,GA,Worth County,31.551773,-83.84996,20554
547,HI,Hawaii County,19.597764,-155.502443,202906
548,HI,Honolulu County,21.461365,-158.201974,1000890
549,HI,Kalawao County,21.218764,-156.97401,82
550,HI,Kauai County,22.012038,-159.705965,73454
551,HI,Maui County,20.855931,-156.60155,164221
552,ID,Ada County,43.451477,-116.244376,511931
553,ID,Adams County,44.877004,-116.461624,4625
554,ID,Bannock County,42.692921,-112.228982,88263
555,ID,Bear Lake County,42.285892,-111.327517,6545
556,ID,Benewah County,47.218451,-116.633541,9931
557,ID,Bingham County,43.216357,-112.399206,48876
558,ID,Blaine County,43.394192,-113.955371,24766
559,ID,Boise County,43.987275,-115.71511,8094
560,ID,Bonner County,48.316796,-116.612362,49491
561,ID,Bonneville County,43.395171,-111.621878,127930
562,ID,Boundary County,48.773131,-116.524668,12561
563,ID,Butte County,43.685101,-113.177631,2654
564,ID,Camas County,43.502552,-114.772135,1139
565,ID,Canyon County,43.625796,-116.709058,243115
566,ID,Caribou County,42.786072,-111.544273,7111
567,ID,Cassia County,42.282313,-113.626328,25164
568,ID,Clark County,44.290218,-112.354613,792
569,ID,Clearwater County,46.67257,-115.6535,8895
570,ID,Custer County,44.273351,-114.252267,4428
571,ID,Elmore County,43.394698,-115.471205,28827
572,ID,Franklin County,42.173609,-111.822965,14666
573,ID,Fremont County,44.218091,-111.484429,13592
574,ID,Gem County,44.061473,-116.398784,19792
575,ID,Gooding County,42.973185,-114.82142,15772
576,ID,Idaho County,45.849644,-115.467337,17040
577,ID,Jefferson County,43.796965,-112.318588,32202
578,ID,Jerome County,42.691395,-114.262086,24662
579,ID,Kootenai County,47.675957,-116.695919,179789
580,ID,Latah County,46.81892,-116.730974,40313
581,ID,Lemhi County,44.928506,-113.887042,8162
582,ID,Lewis County,46.236328,-116.42376,3715
583,ID,Lincoln County,42.990782,-114.153089,5282
584,ID,Madison County,43.788614,-111.656993,53881
585,ID,Minidoka County,42.857211,-113.63984,21955
586,ID,Nez Perce County,46.333791,-116.760909,42454
587,ID,Oneida County,42.183895,-112.520449,4611
588,ID,Owyhee County,42.572851,-116.18969,12336
589,ID,Payette County,44.00243,-116.750238,26350
590,ID,Power County,42.694126,-112.844407,7950
591,ID,Shoshone County,47.347694,-115.885092,13612
592,ID,Teton County,43.760994,-111.211765,12267
593,ID,Twin Falls County,42.352309,-114.665639,92243
594,ID,Valley County,44.85596,-115.618061,12241
595,ID,Washington County,44.448223,-116.797792,10898
596,IL,Adams County,39.986052,-91.194961,64954
597,IL,Alexander County,37.183658,-89.349516,5030
598,IL,Bond County,38.885924,-89.436592,16596
599,IL,Boone County,42.318983,-88.824295,53159
600,IL,Brown County,39.962069,-90.750309,6421
601,IL,Bureau County,41.401304,-89.528377,32883
602,IL,Calhoun County,39.164262,-90.666295,4369
603,IL,Carroll County,42.0709,-89.924189,15698
604,IL,Cass County,39.969202,-90.245704,12773
605,IL,Champaign County,40.138985,-88.196975,205943
606,IL,Christian County,39.545524,-89.279593,33662
607,IL,Clark County,39.332334,-87.791683,15300
608,IL,Clay County,38.746819,-88.482325,13143
609,IL,Clinton County,38.606295,-89.426228,36793
610,IL,Coles County,39.51368,-88.220782,46765
611,IL,Cook County,41.894294,-87.645455,5173146
612,IL,Crawford County,39.002787,-87.760619,18659
613,IL,Cumberland County,39.273121,-88.240619,10345
614,IL,DeKalb County,41.894612,-88.768991,100414
615,IL,De Witt County,40.181499,-88.901853,15341
616,IL,Douglas County,39.766078,-88.222866,19722
617,IL,DuPage County,41.852058,-88.086039,924885
618,IL,Edgar County,39.679037,-87.74711,16520
619,IL,Edwards County,38.417095,-88.047941,6075
620,IL,Effingham County,39.047945,-88.592849,34430
621,IL,Fayette County,39.001125,-89.017923,21384
622,IL,Ford County,40.596539,-88.224588,13511
623,IL,Franklin County,37.991852,-88.926321,37442
624,IL,Fulton County,40.46524,-90.202269,33197
625,IL,Gallatin County,37.768677,-88.227964,4903
626,IL,Greene County,39.355439,-90.387682,11843
627,IL,Grundy County,41.29241,-88.401054,52989
628,IL,Hamilton County,38.085227,-88.539009,7911
629,IL,Hancock County,40.401318,-91.168801,17400
630,IL,Hardin County,37.517852,-88.266148,3650
631,IL,Henderson County,40.814471,-90.941246,6312
632,IL,Henry County,41.350021,-90.130838,48907
633,IL,Iroquois County,40.748867,-87.833601,26827
634,IL,Jackson County,37.786096,-89.381212,52565
635,IL,Jasper County,39.004886,-88.150725,9193
636,IL,Jefferson County,38.30078,-88.92421,36877
637,IL,Jersey County,39.080195,-90.361385,21333
638,IL,Jo Daviess County,42.362391,-90.21147,21939
639,IL,Johnson County,37.460709,-88.882131,13463
640,IL,Kane County,41.939594,-88.42804,515588
641,IL,Kankakee County,41.13951,-87.861117,106601
642,IL,Kendall County,41.58814,-88.430626,134867
643,IL,Knox County,40.930945,-90.213792,49268
644,IL,Lake County,42.185968,-87.805939,711239
645,IL,LaSalle County,41.343341,-88.885931,108965
646,IL,Lawrence County,38.718954,-87.730221,15152
647,IL,Lee County,41.747447,-89.299362,34049
648,IL,Livingston County,40.894376,-88.552852,35664
649,IL,Logan County,40.129277,-89.365309,27992
650,IL,McDonough County,40.455808,-90.678954,26828
651,IL,McHenry County,42.324298,-88.452245,311122
652,IL,McLean County,40.494559,-88.844539,170889
653,IL,Macon County,39.860237,-88.961529,102432
654,IL,Macoupin County,39.265914,-89.92633,44406
655,IL,Madison County,38.82712,-89.900227,264490
656,IL,Marion County,38.648236,-88.920362,37390
657,IL,Marshall County,41.031119,-89.342371,11663
658,IL,Mason County,40.236993,-89.913575,12881
659,IL,Massac County,37.216119,-88.705658,13960
660,IL,Menard County,40.022569,-89.794133,12164
661,IL,Mercer County,41.205605,-90.74177,15582
662,IL,Monroe County,38.277983,-90.179078,34932
663,IL,Montgomery County,39.228068,-89.478141,28084
664,IL,Morgan County,39.717668,-90.205005,32606
665,IL,Moultrie County,39.636896,-88.625726,14510
666,IL,Ogle County,42.041884,-89.320176,51449
667,IL,Peoria County,40.785972,-89.766993,179432
668,IL,Perry County,38.084381,-89.368525,20985
669,IL,Piatt County,40.009033,-88.592355,16753
670,IL,Pike County,39.625106,-90.889034,14618
671,IL,Pope County,37.417169,-88.542374,3779
672,IL,Pulaski County,37.215615,-89.127755,5065
673,IL,Putnam County,41.198961,-89.298347,5566
674,IL,Randolph County,38.056515,-89.82121,30142
675,IL,Richland County,38.712187,-88.085452,15796
676,IL,Rock Island County,41.468421,-90.572125,142909
677,IL,St. Clair County,38.470198,-89.928546,254796
678,IL,Saline County,37.751508,-88.545024,23320
679,IL,Sangamon County,39.756886,-89.662435,194734
680,IL,Schuyler County,40.156905,-90.613464,6843
681,IL,Scott County,39.637002,-90.477771,4836
682,IL,Shelby County,39.384926,-88.798862,20789
683,IL,Stark County,41.096908,-89.797411,5294
684,IL,Stephenson County,42.349726,-89.665994,44021
685,IL,Tazewell County,40.508074,-89.51626,130413
686,IL,Union County,37.485652,-89.244639,16923
687,IL,Vermilion County,40.186754,-87.726778,73095
688,IL,Wabash County,38.445821,-87.839167,11202
689,IL,Warren County,40.850441,-90.620223,16531
690,IL,Washington County,38.35314,-89.417187,13655
691,IL,Wayne County,38.431857,-88.43243,15963
692,IL,White County,38.087326,-88.178623,13784
693,IL,Whiteside County,41.750673,-89.911005,55305
694,IL,Will County,41.448474,-87.978456,697252
695,IL,Williamson County,37.730353,-88.930018,66879
696,IL,Winnebago County,42.337396,-89.161205,283119
697,IL,Woodford County,40.789787,-89.210587,38225
698,IN,Adams County,40.745733,-84.93613,35961
699,IN,Allen County,41.091909,-85.071791,388608
700,IN,Bartholomew County,39.205843,-85.897999,82475
701,IN,Benton County,40.600939,-87.314786,8714
702,IN,Blackford County,40.472672,-85.32373,12091
703,IN,Boone County,40.050892,-86.469014,73052
704,IN,Brown County,39.195113,-86.230121,15552
705,IN,Carroll County,40.58498,-86.565141,20444
706,IN,Cass County,40.753799,-86.355168,37563
707,IN,Clark County,38.476217,-85.711122,122738
708,IN,Clay County,39.393928,-87.115858,26410
709,IN,Clinton County,40.305944,-86.477567,33065
710,IN,Crawford County,38.289433,-86.440871,10514
711,IN,Daviess County,38.69609,-87.076943,33397
712,IN,Dearborn County,39.140897,-84.975868,50816
713,IN,Decatur County,39.30598,-85.499831,26320
714,IN,DeKalb County,41.39676,-85.002697,43333
715,IN,Delaware County,40.227543,-85.399262,111871
716,IN,Dubois County,38.373344,-86.873385,43549
717,IN,Elkhart County,41.600693,-85.863986,206921
718,IN,Fayette County,39.639655,-85.185032,23360
719,IN,Floyd County,38.318081,-85.911847,80454
720,IN,Fountain County,40.121237,-87.234872,16427
721,IN,Franklin County,39.409762,-85.066964,22842
722,IN,Fulton County,41.050384,-86.265006,20386
723,IN,Gibson County,38.317398,-87.580523,32924
724,IN,Grant County,40.515758,-85.654946,66263
725,IN,Greene County,39.047147,-87.004771,30786
726,IN,Hamilton County,40.053513,-86.021709,356650
727,IN,Hancock County,39.822529,-85.77315,81789
728,IN,Harrison County,38.186454,-86.103766,39761
729,IN,Hendricks County,39.768963,-86.509908,179355
730,IN,Henry County,39.929591,-85.397363,48935
731,IN,Howard County,40.483537,-86.114118,83687
732,IN,Huntington County,40.826394,-85.478597,36717
733,IN,Jackson County,38.911957,-86.042516,46067
734,IN,Jasper County,41.017688,-87.118814,33091
735,IN,Jay County,40.434956,-85.002331,20248
736,IN,Jefferson County,38.783604,-85.44009,33141
737,IN,Jennings County,38.996229,-85.628103,27409
738,IN,Johnson County,39.496092,-86.094264,164298
739,IN,Knox County,38.688391,-87.420354,35956
740,IN,Kosciusko County,41.244293,-85.861575,80106
741,IN,LaGrange County,41.642462,-85.427845,40524
742,IN,Lake County,41.472247,-87.374337,498558
743,IN,LaPorte County,41.549013,-86.744739,112390
744,IN,Lawrence County,38.839815,-86.48782,45070
745,IN,Madison County,40.166203,-85.722454,130782
746,IN,Marion County,39.782976,-86.135794,971102
747,IN,Marshall County,41.325003,-86.269036,46121
748,IN,Martin County,38.705322,-86.801847,9780
749,IN,Miami County,40.772883,-86.044258,36081
750,IN,Monroe County,39.160729,-86.52331,139875
751,IN,Montgomery County,40.040296,-86.892715,38063
752,IN,Morgan County,39.482646,-86.447457,72206
753,IN,Newton County,40.962399,-87.402172,13808
754,IN,Noble County,41.404679,-85.417271,47227
755,IN,Ohio County,38.940527,-84.964299,5978
756,IN,Orange County,38.547381,-86.489257,19830
757,IN,Owen County,39.317339,-86.838845,21446
758,IN,Parke County,39.77425,-87.19695,16407
759,IN,Perry County,38.081436,-86.62654,19316
760,IN,Pike County,38.397961,-87.232547,12144
761,IN,Porter County,41.509914,-87.071313,174243
762,IN,Posey County,38.027614,-87.868653,25116
763,IN,Pulaski County,41.045272,-86.692538,12339
764,IN,Putnam County,39.665548,-86.853373,36979
765,IN,Randolph County,40.164079,-85.00579,24387
766,IN,Ripley County,39.100226,-85.260494,29081
767,IN,Rush County,39.622362,-85.466529,16672
768,IN,St. Joseph County,41.617723,-86.288048,272212
769,IN,Scott County,38.679431,-85.751898,24355
770,IN,Shelby County,39.524135,-85.792174,45039
771,IN,Spencer County,38.009697,-87.010375,19798
772,IN,Starke County,41.284478,-86.644636,23372
773,IN,Steuben County,41.643467,-85.002405,34632
774,IN,Sullivan County,39.089225,-87.415843,20758
775,IN,Switzerland County,38.825854,-85.029681,9790
776,IN,Tippecanoe County,40.389133,-86.893554,187076
777,IN,Tipton County,40.310229,-86.056207,15372
778,IN,Union County,39.623111,-84.925152,7047
779,IN,Vanderburgh County,38.02007,-87.586166,179987
780,IN,Vermillion County,39.854045,-87.462071,15341
781,IN,Vigo County,39.429143,-87.390375,105994
782,IN,Wabash County,40.843747,-85.795192,30816
783,IN,Warren County,40.352498,-87.375163,8475
784,IN,Warrick County,38.097728,-87.272049,64514
785,IN,Washington County,38.600613,-86.104751,28102
786,IN,Wayne County,39.863091,-85.006735,66456
787,IN,Wells County,40.735273,-85.212974,28197
788,IN,White County,40.75095,-86.864293,24651
789,IN,Whitley County,41.136426,-85.501892,34430
790,IA,Adair County,41.328528,-94.478164,7541
791,IA,Adams County,41.021656,-94.696906,3641
792,IA,Allamakee County,43.274964,-91.382751,13926
793,IA,Appanoose County,40.744249,-92.873065,12257
794,IA,Audubon County,41.679178,-94.904312,5635
795,IA,Benton County,42.092547,-92.05763,25691
796,IA,Black Hawk County,42.471132,-92.3076,130368
797,IA,Boone County,42.038642,-93.938603,26723
798,IA,Bremer County,42.780895,-92.327356,25081
799,IA,Buchanan County,42.470328,-91.838666,20657
800,IA,Buena Vista County,42.741522,-95.141432,20771
801,IA,Butler County,42.734757,-92.780153,14332
802,IA,Calhoun County,42.38617,-94.643683,9915
803,IA,Carroll County,42.039502,-94.86765,20692
804,IA,Cass County,41.333824,-94.933302,13050
805,IA,Cedar County,41.77236,-91.132611,18410
806,IA,Cerro Gordo County,43.074975,-93.250965,42706
807,IA,Cherokee County,42.742737,-95.633262,11503
808,IA,Chickasaw County,43.059741,-92.31721,11887
809,IA,Clarke County,41.029726,-93.785259,9785
810,IA,Clay County,43.081224,-95.149875,16440
811,IA,Clayton County,42.840985,-91.323576,16998
812,IA,Clinton County,41.898073,-90.534243,46463
813,IA,Crawford County,42.043119,-95.38909,16193
814,IA,Dallas County,41.68532,-94.040706,103796
815,IA,Davis County,40.748089,-92.410345,9138
816,IA,Decatur County,40.736379,-93.78458,7659
817,IA,Delaware County,42.472937,-91.366767,17510
818,IA,Des Moines County,40.915339,-91.186925,38491
819,IA,Dickinson County,43.389611,-95.196057,17851
820,IA,Dubuque County,42.463481,-90.878771,98718
821,IA,Emmet County,43.377984,-94.66937,9321
822,IA,Fayette County,42.864122,-91.840376,19258
823,IA,Floyd County,43.052741,-92.787367,15413
824,IA,Franklin County,42.736545,-93.271415,9952
825,IA,Fremont County,40.74259,-95.599182,6567
826,IA,Greene County,42.042513,-94.388727,8717
827,IA,Grundy County,42.403339,-92.790244,12347
828,IA,Guthrie County,41.683573,-94.501272,10567
829,IA,Hamilton County,42.390789,-93.70913,14887
830,IA,Hancock County,43.075411,-93.743697,10663
831,IA,Hardin County,42.390208,-93.241669,16708
832,IA,Harrison County,41.688584,-95.827149,14669
833,IA,Henry County,40.984802,-91.547259,20387
834,IA,Howard County,43.365312,-92.321908,9478
835,IA,Humboldt County,42.782221,-94.202775,9634
836,IA,Ida County,42.39186,-95.507421,6956
837,IA,Iowa County,41.683918,-92.059123,16568
838,IA,Jackson County,42.164226,-90.574582,19368
839,IA,Jasper County,41.685551,-93.054147,37764
840,IA,Jefferson County,41.006376,-91.966628,15647
841,IA,Johnson County,41.670668,-91.590529,154748
842,IA,Jones County,42.125118,-91.116914,20805
843,IA,Keokuk County,41.331182,-92.167721,9914
844,IA,Kossuth County,43.212356,-94.213965,14529
845,IA,Lee County,40.647588,-91.477157,33215
846,IA,Linn County,42.077951,-91.597674,228939
847,IA,Louisa County,41.218211,-91.256994,10749
848,IA,Lucas County,41.033344,-93.331467,8710
849,IA,Lyon County,43.38358,-96.207201,12011
850,IA,Madison County,41.330622,-94.015184,16773
851,IA,Mahaska County,41.330797,-92.636366,21984
852,IA,Marion County,41.331433,-93.093868,33380
853,IA,Marshall County,42.0417,-92.981403,39853
854,IA,Mills County,41.033703,-95.619101,14465
855,IA,Mitchell County,43.348564,-92.784466,10555
856,IA,Monona County,42.049432,-95.956566,8574
857,IA,Monroe County,41.028847,-92.869642,7610
858,IA,Montgomery County,41.021735,-95.15779,10322
859,IA,Muscatine County,41.483776,-91.118699,42688
860,IA,O'Brien County,43.083746,-95.625624,14015
861,IA,Osceola County,43.378542,-95.633788,6159
862,IA,Page County,40.739097,-95.144301,15197
863,IA,Palo Alto County,43.075337,-94.669055,8906
864,IA,Plymouth County,42.737585,-96.215864,25650
865,IA,Pocahontas County,42.734033,-94.678279,7074
866,IA,Polk County,41.684816,-93.568971,496844
867,IA,Pottawattamie County,41.340184,-95.544905,93304
868,IA,Poweshiek County,41.684642,-92.522934,18586
869,IA,Ringgold County,40.735334,-94.244251,4639
870,IA,Sac County,42.387526,-95.105224,9752
871,IA,Scott County,41.642079,-90.622289,174170
872,IA,Shelby County,41.679014,-95.308917,11770
873,IA,Sioux County,43.082646,-96.17801,35893
874,IA,Story County,42.037538,-93.466093,99472
875,IA,Tama County,42.074848,-92.529411,16867
876,IA,Taylor County,40.737949,-94.697108,5868
877,IA,Union County,41.02855,-94.245091,12018
878,IA,Van Buren County,40.754117,-91.952943,7243
879,IA,Wapello County,41.031275,-92.409466,35256
880,IA,Warren County,41.332446,-93.568751,53402
881,IA,Washington County,41.329401,-91.725052,22491
882,IA,Wayne County,40.739983,-93.332613,6508
883,IA,Webster County,42.433579,-94.175831,37147
884,IA,Winnebago County,43.378124,-93.743488,10656
885,IA,Winneshiek County,43.292989,-91.850788,19892
886,IA,Woodbury County,42.39322,-96.053296,105607
887,IA,Worth County,43.373491,-93.248533,7385
888,IA,Wright County,42.733007,-93.734735,12785
889,KS,Allen County,37.884228,-95.300945,12464
890,KS,Anderson County,38.215114,-95.292046,7778
891,KS,Atchison County,39.532544,-95.313397,16239
892,KS,Barber County,37.222906,-98.685052,4110
893,KS,Barton County,38.481239,-98.767837,25216
894,KS,Bourbon County,37.8561,-94.850928,14323
895,KS,Brown County,39.825931,-95.569905,9455
896,KS,Butler County,37.773649,-96.83884,67889
897,KS,Chase County,38.299475,-96.594029,2598
898,KS,Chautauqua County,37.154259,-96.245396,3395
899,KS,Cherokee County,37.169392,-94.845698,19130
900,KS,Cheyenne County,39.789917,-101.727325,2633
901,KS,Clark County,37.233831,-99.813869,1977
902,KS,Clay County,39.344964,-97.168853,8077
903,KS,Cloud County,39.487329,-97.64139,8928
904,KS,Coffey County,38.23645,-95.729137,8338
905,KS,Comanche County,37.181442,-99.251293,1670
906,KS,Cowley County,37.234507,-96.837247,34496
907,KS,Crawford County,37.505821,-94.853897,39110
908,KS,Decatur County,39.783542,-100.459708,2751
909,KS,Dickinson County,38.867735,-97.157943,18459
910,KS,Doniphan County,39.788502,-95.147225,7471
911,KS,Douglas County,38.896417,-95.290947,119363
912,KS,Edwards County,37.883595,-99.304746,2832
913,KS,Elk County,37.456026,-96.244642,2441
914,KS,Ellis County,38.914597,-99.317313,28790
915,KS,Ellsworth County,38.700845,-98.205355,6336
916,KS,Finney County,38.049808,-100.739967,38107
917,KS,Ford County,37.688416,-99.884748,34159
918,KS,Franklin County,38.558019,-95.278962,25986
919,KS,Geary County,39.002139,-96.7681,35934
920,KS,Gove County,38.917239,-100.48736,2755
921,KS,Graham County,39.354972,-99.879894,2400
922,KS,Grant County,37.547537,-101.299362,7324
923,KS,Gray County,37.744513,-100.451716,5644
924,KS,Greeley County,38.480404,-101.80597,1304
925,KS,Greenwood County,37.879347,-96.241732,5939
926,KS,Hamilton County,37.995244,-101.793689,2484
927,KS,Harper County,37.188184,-98.06659,5331
928,KS,Harvey County,38.050144,-97.436706,33817
929,KS,Haskell County,37.554979,-100.879952,3668
930,KS,Hodgeman County,38.087493,-99.898407,1710
931,KS,Jackson County,39.411145,-95.794485,13261
932,KS,Jefferson County,39.239644,-95.375314,18411
933,KS,Jewell County,39.777005,-98.222619,2937
934,KS,Johnson County,38.883907,-94.82233,613219
935,KS,Kearny County,37.994461,-101.308136,3891
936,KS,Kingman County,37.552951,-98.144529,7392
937,KS,Kiowa County,37.561231,-99.286539,2392
938,KS,Labette County,37.191468,-95.297473,19912
939,KS,Lane County,38.481286,-100.466185,1565
940,KS,Leavenworth County,39.189511,-95.038977,82184
941,KS,Lincoln County,39.04728,-98.214284,2903
942,KS,Linn County,38.216549,-94.844932,9747
943,KS,Logan County,38.91327,-101.157402,2722
944,KS,Lyon County,38.455403,-96.161641,31998
945,KS,McPherson County,38.395812,-97.647489,30146
946,KS,Marion County,38.359647,-97.102771,11712
947,KS,Marshall County,39.782709,-96.521243,9979
948,KS,Meade County,37.243886,-100.360094,4022
949,KS,Miami County,38.566772,-94.832963,34593
950,KS,Mitchell County,39.393026,-98.207362,5748
951,KS,Montgomery County,37.189537,-95.742403,31156
952,KS,Morris County,38.688204,-96.651448,5356
953,KS,Morton County,37.185249,-101.809516,2692
954,KS,Nemaha County,39.791043,-96.005381,10216
955,KS,Neosho County,37.564283,-95.315682,15784
956,KS,Ness County,38.480437,-99.908745,2672
957,KS,Norton County,39.783867,-99.899235,5342
958,KS,Osage County,38.650215,-95.708255,15768
959,KS,Osborne County,39.348261,-98.767942,3498
960,KS,Ottawa County,39.137963,-97.654802,5838
961,KS,Pawnee County,38.181477,-99.234772,6225
962,KS,Phillips County,39.784506,-99.34215,4815
963,KS,Pottawatomie County,39.382187,-96.337113,25790
964,KS,Pratt County,37.647594,-98.74012,9181
965,KS,Rawlins County,39.786198,-101.076738,2549
966,KS,Reno County,37.948185,-98.078346,61414
967,KS,Republic County,39.828906,-97.650883,4662
968,KS,Rice County,38.347178,-98.201415,9390
969,KS,Riley County,39.291211,-96.727489,72208
970,KS,Rooks County,39.346006,-99.324492,4831
971,KS,Rush County,38.523596,-99.309184,2953
972,KS,Russell County,38.91604,-98.770949,6703
973,KS,Saline County,38.791804,-97.651478,53888
974,KS,Scott County,38.481877,-100.90636,5131
975,KS,Sedgwick County,37.681045,-97.461054,523828
976,KS,Seward County,37.18096,-100.855257,21747
977,KS,Shawnee County,39.041805,-95.755664,178264
978,KS,Sheridan County,39.350547,-100.441228,2478
979,KS,Sherman County,39.351352,-101.719859,5895
980,KS,Smith County,39.78466,-98.785429,3576
981,KS,Stafford County,38.03563,-98.719889,4034
982,KS,Stanton County,37.565932,-101.789383,2044
983,KS,Stevens County,37.2017,-101.317268,5293
984,KS,Sumner County,37.236662,-97.493352,22385
985,KS,Thomas County,39.357713,-101.083386,7877
986,KS,Trego County,38.921302,-99.865423,2793
987,KS,Wabaunsee County,38.955154,-96.201262,6966
988,KS,Wallace County,38.926626,-101.771103,1508
989,KS,Washington County,39.776714,-97.095611,5511
990,KS,Wichita County,38.481922,-101.347434,2082
991,KS,Wilson County,37.558515,-95.745175,8526
992,KS,Woodson County,37.888193,-95.758469,3102
993,KS,Wyandotte County,39.115384,-94.763087,167046
994,KY,Adair County,37.105559,-85.28138,18932
995,KY,Allen County,36.75077,-86.192458,20797
996,KY,Anderson County,38.005396,-84.986417,24035
997,KY,Ballard County,37.051323,-89.010367,7695
998,KY,Barren County,36.962805,-85.932108,44544
999,KY,Bath County,38.152249,-83.737641,12778
1000,KY,Bell County,36.728928,-83.680718,23858
1001,KY,Boone County,38.9589,-84.736371,137412
1002,KY,Bourbon County,38.202562,-84.20986,20229
1003,KY,Boyd County,38.360003,-82.681406,47899
1004,KY,Boyle County,37.618104,-84.868352,30747
1005,KY,Bracken County,38.680365,-84.115235,8439
1006,KY,Breathitt County,37.517807,-83.317158,13553
1007,KY,Breckinridge County,37.777988,-86.432919,20651
1008,KY,Bullitt County,37.969945,-85.702635,82918
1009,KY,Butler County,37.207013,-86.682471,12294
1010,KY,Caldwell County,37.148642,-87.870509,12624
1011,KY,Calloway County,36.620978,-88.274086,37560
1012,KY,Campbell County,38.946981,-84.379583,93050
1013,KY,Carlisle County,36.85718,-88.976614,4791
1014,KY,Carroll County,38.668394,-85.124024,10863
1015,KY,Carter County,38.314094,-83.038988,26412
1016,KY,Casey County,37.321962,-84.92822,15866
1017,KY,Christian County,36.892059,-87.492986,72357
1018,KY,Clark County,37.970314,-84.145115,36871
1019,KY,Clay County,37.164273,-83.715473,20206
1020,KY,Clinton County,36.727258,-85.136098,9265
1021,KY,Crittenden County,37.358149,-88.10501,8947
1022,KY,Cumberland County,36.782372,-85.388484,5879
1023,KY,Daviess County,37.731671,-87.087139,103063
1024,KY,Edmonson County,37.227514,-86.218015,12291
1025,KY,Elliott County,38.116883,-83.096116,7381
1026,KY,Estill County,37.692449,-83.963983,14092
1027,KY,Fayette County,38.040678,-84.458272,321793
1028,KY,Fleming County,38.367848,-83.699205,15224
1029,KY,Floyd County,37.552456,-82.739724,35274
1030,KY,Franklin County,38.234919,-84.868786,51682
1031,KY,Fulton County,36.552511,-89.187659,6512
1032,KY,Gallatin County,38.755663,-84.865143,8775
1033,KY,Garrard County,37.630162,-84.545856,17362
1034,KY,Grant County,38.649167,-84.625924,25244
1035,KY,Graves County,36.723344,-88.649897,36615
1036,KY,Grayson County,37.458577,-86.344011,26524
1037,KY,Green County,37.278065,-85.537925,11291
1038,KY,Greenup County,38.563562,-82.93382,35649
1039,KY,Hancock County,37.843325,-86.792761,9064
1040,KY,Hardin County,37.695836,-85.963183,111607
1041,KY,Harlan County,36.859223,-83.221497,26164
1042,KY,Harrison County,38.444578,-84.334131,18950
1043,KY,Hart County,37.305827,-85.878443,19460
1044,KY,Henderson County,37.792542,-87.572577,44329
1045,KY,Henry County,38.451383,-85.119647,15657
1046,KY,Hickman County,36.675896,-88.972084,4424
1047,KY,Hopkins County,37.31107,-87.542196,45138
1048,KY,Jackson County,37.403458,-84.020576,12984
1049,KY,Jefferson County,38.189532,-85.657624,777874
1050,KY,Jessamine County,37.873291,-84.58396,53626
1051,KY,Johnson County,37.847756,-82.830121,22556
1052,KY,Kenton County,38.930503,-84.533438,169495
1053,KY,Knott County,37.354368,-82.952546,14053
1054,KY,Knox County,36.8885,-83.855551,29909
1055,KY,Larue County,37.544462,-85.696841,15028
1056,KY,Laurel County,37.113268,-84.119395,62561
1057,KY,Lawrence County,38.074453,-82.73829,16290
1058,KY,Lee County,37.608116,-83.719248,7451
1059,KY,Leslie County,37.087846,-83.388617,10278
1060,KY,Letcher County,37.118536,-82.861251,21253
1061,KY,Lewis County,38.535047,-83.370143,12987
1062,KY,Lincoln County,37.457174,-84.658335,24243
1063,KY,Livingston County,37.209517,-88.363426,8959
1064,KY,Logan County,36.859607,-86.881288,27771
1065,KY,Lyon County,37.023976,-88.083391,8803
1066,KY,McCracken County,37.054111,-88.712454,67454
1067,KY,McCreary County,36.731136,-84.491052,16892
1068,KY,McLean County,37.526707,-87.265597,9100
1069,KY,Madison County,37.725511,-84.278362,94666
1070,KY,Magoffin County,37.698983,-83.069721,11497
1071,KY,Marion County,37.552604,-85.268959,19725
1072,KY,Marshall County,36.882017,-88.332752,31748
1073,KY,Martin County,37.796774,-82.506623,11140
1074,KY,Mason County,38.594137,-83.828125,16931
1075,KY,Meade County,37.967476,-86.200863,30131
1076,KY,Menifee County,37.935485,-83.589355,6194
1077,KY,Mercer County,37.812085,-84.879695,22850
1078,KY,Metcalfe County,36.99243,-85.633456,10349
1079,KY,Monroe County,36.714077,-85.713508,11233
1080,KY,Montgomery County,38.038109,-83.912416,28219
1081,KY,Morgan County,37.92294,-83.258944,13820
1082,KY,Muhlenberg County,37.213816,-87.134092,30694
1083,KY,Nelson County,37.80312,-85.465931,47098
1084,KY,Nicholas County,38.338031,-84.026223,7712
1085,KY,Ohio County,37.477859,-86.844871,23688
1086,KY,Oldham County,38.400127,-85.45615,68685
1087,KY,Owen County,38.499395,-84.84159,11294
1088,KY,Owsley County,37.423622,-83.691637,3953
1089,KY,Pendleton County,38.696284,-84.351943,14607
1090,KY,Perry County,37.241282,-83.217772,27929
1091,KY,Pike County,37.486031,-82.410912,57391
1092,KY,Powell County,37.809907,-83.831354,13133
1093,KY,Pulaski County,37.107452,-84.576969,65423
1094,KY,Robertson County,38.513473,-84.06423,2257
1095,KY,Rockcastle County,37.36105,-84.314368,16115
1096,KY,Rowan County,38.204266,-83.428079,24861
1097,KY,Russell County,36.990587,-85.05495,18156
