,CBSA,AGE,FEMALE,MALE,TOTAL,NAME,INTPTLAT,INTPTLONG,POPESTIMATE
738,12980,20-24,4085,4181,8266,"Battle Creek, MI",42.24299,-85.012385,133819
739,12980,25-29,4242,4109,8351,"Battle Creek, MI",42.24299,-85.012385,133819
740,12980,30-34,4204,4059,8263,"Battle Creek, MI",42.24299,-85.012385,133819
741,12980,35-39,4096,3997,8093,"Battle Creek, MI",42.24299,-85.012385,133819
742,12980,40-44,4131,4037,8168,"Battle Creek, MI",42.24299,-85.012385,133819
743,12980,45-49,3881,3809,7690,"Battle Creek, MI",42.24299,-85.012385,133819
744,12980,50-54,4237,4254,8491,"Battle Creek, MI",42.24299,-85.012385,133819
745,12980,55-59,4412,4453,8865,"Battle Creek, MI",42.24299,-85.012385,133819
746,12980,60-64,4717,4525,9242,"Battle Creek, MI",42.24299,-85.012385,133819
747,12980,65+,13531,11026,24557,"Battle Creek, MI",42.24299,-85.012385,133819
748,13020,15-19,2898,3127,6025,"Bay City, MI",43.699711,-83.978701,102985
749,13020,20-24,2832,2942,5774,"Bay City, MI",43.699711,-83.978701,102985
750,13020,25-29,3066,3209,6275,"Bay City, MI",43.699711,-83.978701,102985
751,13020,30-34,3144,3226,6370,"Bay City, MI",43.699711,-83.978701,102985
752,13020,35-39,2977,3098,6075,"Bay City, MI",43.699711,-83.978701,102985
753,13020,40-44,3034,3047,6081,"Bay City, MI",43.699711,-83.978701,102985
754,13020,45-49,2903,2927,5830,"Bay City, MI",43.699711,-83.978701,102985
755,13020,50-54,3263,3367,6630,"Bay City, MI",43.699711,-83.978701,102985
756,13020,55-59,3802,3680,7482,"Bay City, MI",43.699711,-83.978701,102985
757,13020,60-64,4151,3906,8057,"Bay City, MI",43.699711,-83.978701,102985
758,13020,65+,12086,10008,22094,"Bay City, MI",43.699711,-83.978701,102985
759,13060,15-19,1158,1237,2395,"Bay City, TX",28.77476,-96.001532,36344
760,13060,20-24,999,1118,2117,"Bay City, TX",28.77476,-96.001532,36344
761,13060,25-29,1133,1123,2256,"Bay City, TX",28.77476,-96.001532,36344
762,13060,30-34,1167,1159,2326,"Bay City, TX",28.77476,-96.001532,36344
763,13060,35-39,1050,1147,2197,"Bay City, TX",28.77476,-96.001532,36344
764,13060,40-44,1026,1080,2106,"Bay City, TX",28.77476,-96.001532,36344
765,13060,45-49,932,872,1804,"Bay City, TX",28.77476,-96.001532,36344
766,13060,50-54,1067,978,2045,"Bay City, TX",28.77476,-96.001532,36344
767,13060,55-59,1195,1156,2351,"Bay City, TX",28.77476,-96.001532,36344
768,13060,60-64,1200,1249,2449,"Bay City, TX",28.77476,-96.001532,36344
769,13060,65+,3276,3043,6319,"Bay City, TX",28.77476,-96.001532,36344
770,13100,15-19,627,689,1316,"Beatrice, NE",40.255234,-96.683453,21616
771,13100,20-24,495,571,1066,"Beatrice, NE",40.255234,-96.683453,21616
772,13100,25-29,525,544,1069,"Beatrice, NE",40.255234,-96.683453,21616
773,13100,30-34,605,594,1199,"Beatrice, NE",40.255234,-96.683453,21616
774,13100,35-39,617,655,1272,"Beatrice, NE",40.255234,-96.683453,21616
775,13100,40-44,625,677,1302,"Beatrice, NE",40.255234,-96.683453,21616
776,13100,45-49,580,609,1189,"Beatrice, NE",40.255234,-96.683453,21616
777,13100,50-54,618,660,1278,"Beatrice, NE",40.255234,-96.683453,21616
778,13100,55-59,785,748,1533,"Beatrice, NE",40.255234,-96.683453,21616
779,13100,60-64,850,846,1696,"Beatrice, NE",40.255234,-96.683453,21616
780,13100,65+,2466,2204,4670,"Beatrice, NE",40.255234,-96.683453,21616
781,13140,15-19,12629,13350,25979,"Beaumont-Port Arthur, TX",30.075928,-94.202705,395419
782,13140,20-24,11654,12766,24420,"Beaumont-Port Arthur, TX",30.075928,-94.202705,395419
783,13140,25-29,12378,14234,26612,"Beaumont-Port Arthur, TX",30.075928,-94.202705,395419
784,13140,30-34,12823,14469,27292,"Beaumont-Port Arthur, TX",30.075928,-94.202705,395419
785,13140,35-39,12605,14397,27002,"Beaumont-Port Arthur, TX",30.075928,-94.202705,395419
786,13140,40-44,12026,13516,25542,"Beaumont-Port Arthur, TX",30.075928,-94.202705,395419
787,13140,45-49,11014,11981,22995,"Beaumont-Port Arthur, TX",30.075928,-94.202705,395419
788,13140,50-54,11047,12339,23386,"Beaumont-Port Arthur, TX",30.075928,-94.202705,395419
789,13140,55-59,12274,12335,24609,"Beaumont-Port Arthur, TX",30.075928,-94.202705,395419
790,13140,60-64,12635,12428,25063,"Beaumont-Port Arthur, TX",30.075928,-94.202705,395419
791,13140,65+,33785,27654,61439,"Beaumont-Port Arthur, TX",30.075928,-94.202705,395419
792,13180,15-19,2489,2815,5304,"Beaver Dam, WI",43.429628,-88.701939,89313
793,13180,20-24,2189,2842,5031,"Beaver Dam, WI",43.429628,-88.701939,89313
794,13180,25-29,2290,3461,5751,"Beaver Dam, WI",43.429628,-88.701939,89313
795,13180,30-34,2245,3269,5514,"Beaver Dam, WI",43.429628,-88.701939,89313
796,13180,35-39,2602,3419,6021,"Beaver Dam, WI",43.429628,-88.701939,89313
797,13180,40-44,2505,3368,5873,"Beaver Dam, WI",43.429628,-88.701939,89313
798,13180,45-49,2443,2991,5434,"Beaver Dam, WI",43.429628,-88.701939,89313
799,13180,50-54,2933,3310,6243,"Beaver Dam, WI",43.429628,-88.701939,89313
800,13180,55-59,3279,3586,6865,"Beaver Dam, WI",43.429628,-88.701939,89313
801,13180,60-64,3386,3631,7017,"Beaver Dam, WI",43.429628,-88.701939,89313
802,13180,65+,8683,7709,16392,"Beaver Dam, WI",43.429628,-88.701939,89313
803,13220,15-19,3158,3396,6554,"Beckley, WV",37.905325,-81.164436,113698
804,13220,20-24,2736,3314,6050,"Beckley, WV",37.905325,-81.164436,113698
805,13220,25-29,2961,3552,6513,"Beckley, WV",37.905325,-81.164436,113698
806,13220,30-34,3205,3721,6926,"Beckley, WV",37.905325,-81.164436,113698
807,13220,35-39,3016,3404,6420,"Beckley, WV",37.905325,-81.164436,113698
808,13220,40-44,3594,3807,7401,"Beckley, WV",37.905325,-81.164436,113698
809,13220,45-49,3524,3890,7414,"Beckley, WV",37.905325,-81.164436,113698
810,13220,50-54,3363,3706,7069,"Beckley, WV",37.905325,-81.164436,113698
811,13220,55-59,3487,3535,7022,"Beckley, WV",37.905325,-81.164436,113698
812,13220,60-64,4150,3771,7921,"Beckley, WV",37.905325,-81.164436,113698
813,13220,65+,13444,11339,24783,"Beckley, WV",37.905325,-81.164436,113698
814,13260,15-19,1342,1430,2772,"Bedford, IN",38.839815,-86.48782,45070
815,13260,20-24,1153,1329,2482,"Bedford, IN",38.839815,-86.48782,45070
816,13260,25-29,1259,1356,2615,"Bedford, IN",38.839815,-86.48782,45070
817,13260,30-34,1223,1301,2524,"Bedford, IN",38.839815,-86.48782,45070
818,13260,35-39,1319,1302,2621,"Bedford, IN",38.839815,-86.48782,45070
819,13260,40-44,1378,1327,2705,"Bedford, IN",38.839815,-86.48782,45070
820,13260,45-49,1336,1444,2780,"Bedford, IN",38.839815,-86.48782,45070
821,13260,50-54,1441,1614,3055,"Bedford, IN",38.839815,-86.48782,45070
822,13260,55-59,1704,1567,3271,"Bedford, IN",38.839815,-86.48782,45070
823,13260,60-64,1616,1631,3247,"Bedford, IN",38.839815,-86.48782,45070
824,13260,65+,4986,4208,9194,"Bedford, IN",38.839815,-86.48782,45070
825,13300,15-19,916,1119,2035,"Beeville, TX",28.416077,-97.742586,30924
826,13300,20-24,742,1784,2526,"Beeville, TX",28.416077,-97.742586,30924
827,13300,25-29,732,1860,2592,"Beeville, TX",28.416077,-97.742586,30924
828,13300,30-34,767,1943,2710,"Beeville, TX",28.416077,-97.742586,30924
829,13300,35-39,765,1876,2641,"Beeville, TX",28.416077,-97.742586,30924
830,13300,40-44,674,1634,2308,"Beeville, TX",28.416077,-97.742586,30924
831,13300,45-49,636,1434,2070,"Beeville, TX",28.416077,-97.742586,30924
832,13300,50-54,635,1119,1754,"Beeville, TX",28.416077,-97.742586,30924
833,13300,55-59,712,862,1574,"Beeville, TX",28.416077,-97.742586,30924
834,13300,60-64,695,805,1500,"Beeville, TX",28.416077,-97.742586,30924
835,13300,65+,2122,1879,4001,"Beeville, TX",28.416077,-97.742586,30924
836,13340,15-19,1440,1478,2918,"Bellefontaine, OH",40.387553,-83.766343,46035
837,13340,20-24,1184,1313,2497,"Bellefontaine, OH",40.387553,-83.766343,46035
838,13340,25-29,1292,1377,2669,"Bellefontaine, OH",40.387553,-83.766343,46035
839,13340,30-34,1286,1293,2579,"Bellefontaine, OH",40.387553,-83.766343,46035
840,13340,35-39,1350,1239,2589,"Bellefontaine, OH",40.387553,-83.766343,46035
841,13340,40-44,1407,1374,2781,"Bellefontaine, OH",40.387553,-83.766343,46035
842,13340,45-49,1382,1392,2774,"Bellefontaine, OH",40.387553,-83.766343,46035
843,13340,50-54,1484,1578,3062,"Bellefontaine, OH",40.387553,-83.766343,46035
844,13340,55-59,1688,1685,3373,"Bellefontaine, OH",40.387553,-83.766343,46035
845,13340,60-64,1685,1747,3432,"Bellefontaine, OH",40.387553,-83.766343,46035
846,13340,65+,4714,4058,8772,"Bellefontaine, OH",40.387553,-83.766343,46035
847,13380,15-19,7538,7503,15041,"Bellingham, WA",48.842653,-121.836432,228831
848,13380,20-24,11599,11178,22777,"Bellingham, WA",48.842653,-121.836432,228831
849,13380,25-29,7840,8334,16174,"Bellingham, WA",48.842653,-121.836432,228831
850,13380,30-34,7354,7957,15311,"Bellingham, WA",48.842653,-121.836432,228831
851,13380,35-39,7437,7601,15038,"Bellingham, WA",48.842653,-121.836432,228831
852,13380,40-44,7088,7178,14266,"Bellingham, WA",48.842653,-121.836432,228831
853,13380,45-49,6089,6258,12347,"Bellingham, WA",48.842653,-121.836432,228831
854,13380,50-54,6531,6546,13077,"Bellingham, WA",48.842653,-121.836432,228831
855,13380,55-59,6744,6393,13137,"Bellingham, WA",48.842653,-121.836432,228831
856,13380,60-64,7314,6848,14162,"Bellingham, WA",48.842653,-121.836432,228831
857,13380,65+,22516,19422,41938,"Bellingham, WA",48.842653,-121.836432,228831
858,13420,15-19,1761,1895,3656,"Bemidji, MN",47.879508,-95.00505,46380
859,13420,20-24,2026,2148,4174,"Bemidji, MN",47.879508,-95.00505,46380
860,13420,25-29,1400,1442,2842,"Bemidji, MN",47.879508,-95.00505,46380
861,13420,30-34,1330,1402,2732,"Bemidji, MN",47.879508,-95.00505,46380
862,13420,35-39,1401,1413,2814,"Bemidji, MN",47.879508,-95.00505,46380
863,13420,40-44,1291,1300,2591,"Bemidji, MN",47.879508,-95.00505,46380
864,13420,45-49,1063,1085,2148,"Bemidji, MN",47.879508,-95.00505,46380
865,13420,50-54,1169,1103,2272,"Bemidji, MN",47.879508,-95.00505,46380
866,13420,55-59,1346,1293,2639,"Bemidji, MN",47.879508,-95.00505,46380
867,13420,60-64,1491,1413,2904,"Bemidji, MN",47.879508,-95.00505,46380
868,13420,65+,4099,3674,7773,"Bemidji, MN",47.879508,-95.00505,46380
869,13460,15-19,5230,5806,11036,"Bend, OR",43.915118,-121.225575,204801
870,13460,20-24,4758,4922,9680,"Bend, OR",43.915118,-121.225575,204801
871,13460,25-29,6290,6597,12887,"Bend, OR",43.915118,-121.225575,204801
872,13460,30-34,7130,7280,14410,"Bend, OR",43.915118,-121.225575,204801
873,13460,35-39,7366,7507,14873,"Bend, OR",43.915118,-121.225575,204801
874,13460,40-44,6910,7052,13962,"Bend, OR",43.915118,-121.225575,204801
875,13460,45-49,6271,6576,12847,"Bend, OR",43.915118,-121.225575,204801
876,13460,50-54,6549,6545,13094,"Bend, OR",43.915118,-121.225575,204801
877,13460,55-59,6575,6145,12720,"Bend, OR",43.915118,-121.225575,204801
878,13460,60-64,7781,6989,14770,"Bend, OR",43.915118,-121.225575,204801
879,13460,65+,22008,20098,42106,"Bend, OR",43.915118,-121.225575,204801
880,13500,15-19,683,699,1382,"Bennettsville, SC",34.60167,-79.679435,26382
881,13500,20-24,687,875,1562,"Bennettsville, SC",34.60167,-79.679435,26382
882,13500,25-29,712,1157,1869,"Bennettsville, SC",34.60167,-79.679435,26382
883,13500,30-34,694,1183,1877,"Bennettsville, SC",34.60167,-79.679435,26382
884,13500,35-39,657,1021,1678,"Bennettsville, SC",34.60167,-79.679435,26382
885,13500,40-44,739,907,1646,"Bennettsville, SC",34.60167,-79.679435,26382
886,13500,45-49,761,841,1602,"Bennettsville, SC",34.60167,-79.679435,26382
887,13500,50-54,803,865,1668,"Bennettsville, SC",34.60167,-79.679435,26382
888,13500,55-59,952,911,1863,"Bennettsville, SC",34.60167,-79.679435,26382
889,13500,60-64,919,917,1836,"Bennettsville, SC",34.60167,-79.679435,26382
890,13500,65+,2847,2143,4990,"Bennettsville, SC",34.60167,-79.679435,26382
891,13540,15-19,1205,1287,2492,"Bennington, VT",43.035325,-73.11146,37312
892,13540,20-24,1225,1083,2308,"Bennington, VT",43.035325,-73.11146,37312
893,13540,25-29,865,928,1793,"Bennington, VT",43.035325,-73.11146,37312
894,13540,30-34,888,919,1807,"Bennington, VT",43.035325,-73.11146,37312
895,13540,35-39,1031,973,2004,"Bennington, VT",43.035325,-73.11146,37312
896,13540,40-44,1002,978,1980,"Bennington, VT",43.035325,-73.11146,37312
897,13540,45-49,949,976,1925,"Bennington, VT",43.035325,-73.11146,37312
898,13540,50-54,1350,1212,2562,"Bennington, VT",43.035325,-73.11146,37312
899,13540,55-59,1455,1414,2869,"Bennington, VT",43.035325,-73.11146,37312
900,13540,60-64,1587,1567,3154,"Bennington, VT",43.035325,-73.11146,37312
901,13540,65+,4759,4083,8842,"Bennington, VT",43.035325,-73.11146,37312
902,13620,15-19,707,773,1480,"Berlin, NH",44.652548,-71.289431,31289
903,13620,20-24,642,911,1553,"Berlin, NH",44.652548,-71.289431,31289
904,13620,25-29,697,1048,1745,"Berlin, NH",44.652548,-71.289431,31289
905,13620,30-34,715,972,1687,"Berlin, NH",44.652548,-71.289431,31289
906,13620,35-39,772,956,1728,"Berlin, NH",44.652548,-71.289431,31289
907,13620,40-44,818,949,1767,"Berlin, NH",44.652548,-71.289431,31289
908,13620,45-49,855,1018,1873,"Berlin, NH",44.652548,-71.289431,31289
909,13620,50-54,987,1242,2229,"Berlin, NH",44.652548,-71.289431,31289
910,13620,55-59,1282,1306,2588,"Berlin, NH",44.652548,-71.289431,31289
911,13620,60-64,1328,1438,2766,"Berlin, NH",44.652548,-71.289431,31289
912,13620,65+,3984,3780,7764,"Berlin, NH",44.652548,-71.289431,31289
913,13660,15-19,1910,1924,3834,"Big Rapids, MI",43.635295,-85.332751,40031
914,13660,20-24,2185,2622,4807,"Big Rapids, MI",43.635295,-85.332751,40031
915,13660,25-29,1010,1175,2185,"Big Rapids, MI",43.635295,-85.332751,40031
916,13660,30-34,1021,1080,2101,"Big Rapids, MI",43.635295,-85.332751,40031
917,13660,35-39,942,955,1897,"Big Rapids, MI",43.635295,-85.332751,40031
918,13660,40-44,946,1018,1964,"Big Rapids, MI",43.635295,-85.332751,40031
919,13660,45-49,945,899,1844,"Big Rapids, MI",43.635295,-85.332751,40031
920,13660,50-54,1089,1100,2189,"Big Rapids, MI",43.635295,-85.332751,40031
921,13660,55-59,1276,1290,2566,"Big Rapids, MI",43.635295,-85.332751,40031
922,13660,60-64,1483,1504,2987,"Big Rapids, MI",43.635295,-85.332751,40031
923,13660,65+,4019,3596,7615,"Big Rapids, MI",43.635295,-85.332751,40031
924,13700,15-19,931,1320,2251,"Big Spring, TX",32.30343,-101.438721,34128
925,13700,20-24,865,1438,2303,"Big Spring, TX",32.30343,-101.438721,34128
926,13700,25-29,975,1543,2518,"Big Spring, TX",32.30343,-101.438721,34128
927,13700,30-34,1121,1695,2816,"Big Spring, TX",32.30343,-101.438721,34128
928,13700,35-39,1058,1371,2429,"Big Spring, TX",32.30343,-101.438721,34128
929,13700,40-44,862,1492,2354,"Big Spring, TX",32.30343,-101.438721,34128
930,13700,45-49,828,1715,2543,"Big Spring, TX",32.30343,-101.438721,34128
931,13700,50-54,850,1790,2640,"Big Spring, TX",32.30343,-101.438721,34128
932,13700,55-59,836,1159,1995,"Big Spring, TX",32.30343,-101.438721,34128
933,13700,60-64,857,975,1832,"Big Spring, TX",32.30343,-101.438721,34128
934,13700,65+,2287,2144,4431,"Big Spring, TX",32.30343,-101.438721,34128
935,13720,15-19,1138,1224,2362,"Big Stone Gap, VA",36.974561,-82.62156,39313
936,13720,20-24,1021,1494,2515,"Big Stone Gap, VA",36.974561,-82.62156,39313
937,13720,25-29,1049,1576,2625,"Big Stone Gap, VA",36.974561,-82.62156,39313
938,13720,30-34,1151,1570,2721,"Big Stone Gap, VA",36.974561,-82.62156,39313
939,13720,35-39,1067,1321,2388,"Big Stone Gap, VA",36.974561,-82.62156,39313
940,13720,40-44,1083,1318,2401,"Big Stone Gap, VA",36.974561,-82.62156,39313
941,13720,45-49,1212,1347,2559,"Big Stone Gap, VA",36.974561,-82.62156,39313
942,13720,50-54,1257,1386,2643,"Big Stone Gap, VA",36.974561,-82.62156,39313
943,13720,55-59,1187,1266,2453,"Big Stone Gap, VA",36.974561,-82.62156,39313
944,13720,60-64,1432,1262,2694,"Big Stone Gap, VA",36.974561,-82.62156,39313
945,13720,65+,4110,3454,7564,"Big Stone Gap, VA",36.974561,-82.62156,39313
946,13740,15-19,5732,5857,11589,"Billings, MT",45.63714,-108.832361,187037
947,13740,20-24,5132,5282,10414,"Billings, MT",45.63714,-108.832361,187037
948,13740,25-29,6114,6211,12325,"Billings, MT",45.63714,-108.832361,187037
949,13740,30-34,6311,6310,12621,"Billings, MT",45.63714,-108.832361,187037
950,13740,35-39,6316,6475,12791,"Billings, MT",45.63714,-108.832361,187037
951,13740,40-44,5913,6056,11969,"Billings, MT",45.63714,-108.832361,187037
952,13740,45-49,5180,5247,10427,"Billings, MT",45.63714,-108.832361,187037
953,13740,50-54,5307,5534,10841,"Billings, MT",45.63714,-108.832361,187037
954,13740,55-59,5934,5791,11725,"Billings, MT",45.63714,-108.832361,187037
955,13740,60-64,6574,6313,12887,"Billings, MT",45.63714,-108.832361,187037
956,13740,65+,18508,15960,34468,"Billings, MT",45.63714,-108.832361,187037
957,13780,15-19,8513,9350,17863,"Binghamton, NY",42.163928,-76.022943,245220
958,13780,20-24,10749,11326,22075,"Binghamton, NY",42.163928,-76.022943,245220
959,13780,25-29,7025,7292,14317,"Binghamton, NY",42.163928,-76.022943,245220
960,13780,30-34,6561,6700,13261,"Binghamton, NY",42.163928,-76.022943,245220
961,13780,35-39,6924,6917,13841,"Binghamton, NY",42.163928,-76.022943,245220
962,13780,40-44,6525,6691,13216,"Binghamton, NY",42.163928,-76.022943,245220
963,13780,45-49,6100,6041,12141,"Binghamton, NY",42.163928,-76.022943,245220
964,13780,50-54,7309,7309,14618,"Binghamton, NY",42.163928,-76.022943,245220
965,13780,55-59,8680,8349,17029,"Binghamton, NY",42.163928,-76.022943,245220
966,13780,60-64,9252,9133,18385,"Binghamton, NY",42.163928,-76.022943,245220
967,13780,65+,26775,22344,49119,"Binghamton, NY",42.163928,-76.022943,245220
968,13820,15-19,35108,35642,70750,"Birmingham-Hoover, AL",33.402599,-86.729515,1114262
969,13820,20-24,34124,32756,66880,"Birmingham-Hoover, AL",33.402599,-86.729515,1114262
970,13820,25-29,37629,35994,73623,"Birmingham-Hoover, AL",33.402599,-86.729515,1114262
971,13820,30-34,39577,37334,76911,"Birmingham-Hoover, AL",33.402599,-86.729515,1114262
972,13820,35-39,38082,35350,73432,"Birmingham-Hoover, AL",33.402599,-86.729515,1114262
973,13820,40-44,37376,34955,72331,"Birmingham-Hoover, AL",33.402599,-86.729515,1114262
974,13820,45-49,35131,33599,68730,"Birmingham-Hoover, AL",33.402599,-86.729515,1114262
975,13820,50-54,36145,34686,70831,"Birmingham-Hoover, AL",33.402599,-86.729515,1114262
976,13820,55-59,36999,34342,71341,"Birmingham-Hoover, AL",33.402599,-86.729515,1114262
977,13820,60-64,37822,33812,71634,"Birmingham-Hoover, AL",33.402599,-86.729515,1114262
978,13820,65+,106135,81525,187660,"Birmingham-Hoover, AL",33.402599,-86.729515,1114262
979,13900,15-19,4345,4350,8695,"Bismarck, ND",46.887031,-100.979592,134417
980,13900,20-24,3809,4057,7866,"Bismarck, ND",46.887031,-100.979592,134417
981,13900,25-29,4199,4554,8753,"Bismarck, ND",46.887031,-100.979592,134417
982,13900,30-34,4540,4946,9486,"Bismarck, ND",46.887031,-100.979592,134417
983,13900,35-39,4602,5193,9795,"Bismarck, ND",46.887031,-100.979592,134417
984,13900,40-44,4034,4648,8682,"Bismarck, ND",46.887031,-100.979592,134417
985,13900,45-49,3561,3800,7361,"Bismarck, ND",46.887031,-100.979592,134417
986,13900,50-54,3455,3760,7215,"Bismarck, ND",46.887031,-100.979592,134417
987,13900,55-59,3981,4060,8041,"Bismarck, ND",46.887031,-100.979592,134417
988,13900,60-64,4486,4273,8759,"Bismarck, ND",46.887031,-100.979592,134417
989,13900,65+,12617,10551,23168,"Bismarck, ND",46.887031,-100.979592,134417
990,13940,15-19,1999,2054,4053,"Blackfoot, ID",43.216357,-112.399206,48876
991,13940,20-24,1403,1555,2958,"Blackfoot, ID",43.216357,-112.399206,48876
992,13940,25-29,1407,1400,2807,"Blackfoot, ID",43.216357,-112.399206,48876
993,13940,30-34,1498,1443,2941,"Blackfoot, ID",43.216357,-112.399206,48876
994,13940,35-39,1640,1567,3207,"Blackfoot, ID",43.216357,-112.399206,48876
995,13940,40-44,1535,1603,3138,"Blackfoot, ID",43.216357,-112.399206,48876
996,13940,45-49,1281,1378,2659,"Blackfoot, ID",43.216357,-112.399206,48876
997,13940,50-54,1246,1222,2468,"Blackfoot, ID",43.216357,-112.399206,48876
998,13940,55-59,1322,1352,2674,"Blackfoot, ID",43.216357,-112.399206,48876
999,13940,60-64,1440,1438,2878,"Blackfoot, ID",43.216357,-112.399206,48876
1000,13940,65+,3685,3520,7205,"Blackfoot, ID",43.216357,-112.399206,48876
1001,13980,15-19,7817,8384,16201,"Blacksburg-Christiansburg, VA",37.120119,-80.559147,165293
1002,13980,20-24,11139,13515,24654,"Blacksburg-Christiansburg, VA",37.120119,-80.559147,165293
1003,13980,25-29,5021,5769,10790,"Blacksburg-Christiansburg, VA",37.120119,-80.559147,165293
1004,13980,30-34,4776,5157,9933,"Blacksburg-Christiansburg, VA",37.120119,-80.559147,165293
1005,13980,35-39,4315,4601,8916,"Blacksburg-Christiansburg, VA",37.120119,-80.559147,165293
1006,13980,40-44,4079,4351,8430,"Blacksburg-Christiansburg, VA",37.120119,-80.559147,165293
1007,13980,45-49,4396,4590,8986,"Blacksburg-Christiansburg, VA",37.120119,-80.559147,165293
1008,13980,50-54,4743,4963,9706,"Blacksburg-Christiansburg, VA",37.120119,-80.559147,165293
1009,13980,55-59,4864,4899,9763,"Blacksburg-Christiansburg, VA",37.120119,-80.559147,165293
1010,13980,60-64,4766,4480,9246,"Blacksburg-Christiansburg, VA",37.120119,-80.559147,165293
1011,13980,65+,14652,12164,26816,"Blacksburg-Christiansburg, VA",37.120119,-80.559147,165293
1012,14010,15-19,7887,6992,14879,"Bloomington, IL",40.494559,-88.844539,170889
1013,14010,20-24,11015,10308,21323,"Bloomington, IL",40.494559,-88.844539,170889
1014,14010,25-29,5520,5630,11150,"Bloomington, IL",40.494559,-88.844539,170889
1015,14010,30-34,5202,5145,10347,"Bloomington, IL",40.494559,-88.844539,170889
1016,14010,35-39,5296,5344,10640,"Bloomington, IL",40.494559,-88.844539,170889
1017,14010,40-44,5163,5203,10366,"Bloomington, IL",40.494559,-88.844539,170889
1018,14010,45-49,4536,4590,9126,"Bloomington, IL",40.494559,-88.844539,170889
1019,14010,50-54,4812,4716,9528,"Bloomington, IL",40.494559,-88.844539,170889
1020,14010,55-59,5081,4860,9941,"Bloomington, IL",40.494559,-88.844539,170889
1021,14010,60-64,4892,4676,9568,"Bloomington, IL",40.494559,-88.844539,170889
1022,14010,65+,13390,10870,24260,"Bloomington, IL",40.494559,-88.844539,170889
1023,14020,15-19,7960,7700,15660,"Bloomington, IN",39.241736,-86.671754,161321
1024,14020,20-24,13443,13442,26885,"Bloomington, IN",39.241736,-86.671754,161321
1025,14020,25-29,5523,6214,11737,"Bloomington, IN",39.241736,-86.671754,161321
1026,14020,30-34,4791,5243,10034,"Bloomington, IN",39.241736,-86.671754,161321
1027,14020,35-39,4398,4641,9039,"Bloomington, IN",39.241736,-86.671754,161321
1028,14020,40-44,4371,4484,8855,"Bloomington, IN",39.241736,-86.671754,161321
1029,14020,45-49,3903,3862,7765,"Bloomington, IN",39.241736,-86.671754,161321
1030,14020,50-54,4096,4094,8190,"Bloomington, IN",39.241736,-86.671754,161321
1031,14020,55-59,4331,4293,8624,"Bloomington, IN",39.241736,-86.671754,161321
1032,14020,60-64,4614,4369,8983,"Bloomington, IN",39.241736,-86.671754,161321
1033,14020,65+,13071,10860,23931,"Bloomington, IN",39.241736,-86.671754,161321
1034,14100,15-19,3275,2988,6263,"Bloomsburg-Berwick, PA",41.040404,-76.461654,82959
1035,14100,20-24,3968,3362,7330,"Bloomsburg-Berwick, PA",41.040404,-76.461654,82959
1036,14100,25-29,2272,2413,4685,"Bloomsburg-Berwick, PA",41.040404,-76.461654,82959
1037,14100,30-34,2342,2580,4922,"Bloomsburg-Berwick, PA",41.040404,-76.461654,82959
1038,14100,35-39,2315,2306,4621,"Bloomsburg-Berwick, PA",41.040404,-76.461654,82959
1039,14100,40-44,2163,2284,4447,"Bloomsburg-Berwick, PA",41.040404,-76.461654,82959
1040,14100,45-49,2252,2313,4565,"Bloomsburg-Berwick, PA",41.040404,-76.461654,82959
1041,14100,50-54,2539,2600,5139,"Bloomsburg-Berwick, PA",41.040404,-76.461654,82959
1042,14100,55-59,2867,2784,5651,"Bloomsburg-Berwick, PA",41.040404,-76.461654,82959
1043,14100,60-64,3049,2912,5961,"Bloomsburg-Berwick, PA",41.040404,-76.461654,82959
1044,14100,65+,9485,7511,16996,"Bloomsburg-Berwick, PA",41.040404,-76.461654,82959
1045,14140,15-19,2901,3069,5970,"Bluefield, WV-VA",37.208488,-81.33484,105195
1046,14140,20-24,2771,2966,5737,"Bluefield, WV-VA",37.208488,-81.33484,105195
1047,14140,25-29,2827,3236,6063,"Bluefield, WV-VA",37.208488,-81.33484,105195
1048,14140,30-34,2903,3213,6116,"Bluefield, WV-VA",37.208488,-81.33484,105195
1049,14140,35-39,2704,2961,5665,"Bluefield, WV-VA",37.208488,-81.33484,105195
1050,14140,40-44,3153,3257,6410,"Bluefield, WV-VA",37.208488,-81.33484,105195
1051,14140,45-49,3193,3351,6544,"Bluefield, WV-VA",37.208488,-81.33484,105195
1052,14140,50-54,3320,3421,6741,"Bluefield, WV-VA",37.208488,-81.33484,105195
1053,14140,55-59,3553,3314,6867,"Bluefield, WV-VA",37.208488,-81.33484,105195
1054,14140,60-64,3926,3530,7456,"Bluefield, WV-VA",37.208488,-81.33484,105195
1055,14140,65+,13410,10817,24227,"Bluefield, WV-VA",37.208488,-81.33484,105195
1056,14160,15-19,870,972,1842,"Bluffton, IN",40.735273,-85.212974,28197
1057,14160,20-24,683,791,1474,"Bluffton, IN",40.735273,-85.212974,28197
1058,14160,25-29,840,848,1688,"Bluffton, IN",40.735273,-85.212974,28197
1059,14160,30-34,804,814,1618,"Bluffton, IN",40.735273,-85.212974,28197
1060,14160,35-39,844,855,1699,"Bluffton, IN",40.735273,-85.212974,28197
1061,14160,40-44,819,871,1690,"Bluffton, IN",40.735273,-85.212974,28197
1062,14160,45-49,728,783,1511,"Bluffton, IN",40.735273,-85.212974,28197
