,CBSA,AGE,FEMALE,MALE,TOTAL,NAME,INTPTLAT,INTPTLONG,POPESTIMATE
6277,34300,50-54,691,702,1393,"Mountain Home, ID",43.394698,-115.471205,28827
6278,34300,55-59,848,858,1706,"Mountain Home, ID",43.394698,-115.471205,28827
6279,34300,60-64,802,852,1654,"Mountain Home, ID",43.394698,-115.471205,28827
6280,34300,65+,2147,2034,4181,"Mountain Home, ID",43.394698,-115.471205,28827
6281,34340,15-19,2028,2239,4267,"Mount Airy, NC",36.415416,-80.686463,71152
6282,34340,20-24,1993,2040,4033,"Mount Airy, NC",36.415416,-80.686463,71152
6283,34340,25-29,1985,2122,4107,"Mount Airy, NC",36.415416,-80.686463,71152
6284,34340,30-34,1952,2012,3964,"Mount Airy, NC",36.415416,-80.686463,71152
6285,34340,35-39,1851,1840,3691,"Mount Airy, NC",36.415416,-80.686463,71152
6286,34340,40-44,2027,1887,3914,"Mount Airy, NC",36.415416,-80.686463,71152
6287,34340,45-49,2292,2284,4576,"Mount Airy, NC",36.415416,-80.686463,71152
6288,34340,50-54,2552,2526,5078,"Mount Airy, NC",36.415416,-80.686463,71152
6289,34340,55-59,2691,2632,5323,"Mount Airy, NC",36.415416,-80.686463,71152
6290,34340,60-64,2533,2500,5033,"Mount Airy, NC",36.415416,-80.686463,71152
6291,34340,65+,8277,6636,14913,"Mount Airy, NC",36.415416,-80.686463,71152
6292,34350,15-19,849,946,1795,"Mount Gay-Shamrock, WV",37.830591,-81.940853,31909
6293,34350,20-24,799,833,1632,"Mount Gay-Shamrock, WV",37.830591,-81.940853,31909
6294,34350,25-29,880,936,1816,"Mount Gay-Shamrock, WV",37.830591,-81.940853,31909
6295,34350,30-34,854,928,1782,"Mount Gay-Shamrock, WV",37.830591,-81.940853,31909
6296,34350,35-39,857,874,1731,"Mount Gay-Shamrock, WV",37.830591,-81.940853,31909
6297,34350,40-44,1028,1054,2082,"Mount Gay-Shamrock, WV",37.830591,-81.940853,31909
6298,34350,45-49,1072,1152,2224,"Mount Gay-Shamrock, WV",37.830591,-81.940853,31909
6299,34350,50-54,1014,1047,2061,"Mount Gay-Shamrock, WV",37.830591,-81.940853,31909
6300,34350,55-59,1038,960,1998,"Mount Gay-Shamrock, WV",37.830591,-81.940853,31909
6301,34350,60-64,1252,1134,2386,"Mount Gay-Shamrock, WV",37.830591,-81.940853,31909
6302,34350,65+,3793,3169,6962,"Mount Gay-Shamrock, WV",37.830591,-81.940853,31909
6303,34380,15-19,3627,3046,6673,"Mount Pleasant, MI",43.645233,-84.839424,64813
6304,34380,20-24,6468,5622,12090,"Mount Pleasant, MI",43.645233,-84.839424,64813
6305,34380,25-29,1917,2183,4100,"Mount Pleasant, MI",43.645233,-84.839424,64813
6306,34380,30-34,1769,1884,3653,"Mount Pleasant, MI",43.645233,-84.839424,64813
6307,34380,35-39,1675,1746,3421,"Mount Pleasant, MI",43.645233,-84.839424,64813
6308,34380,40-44,1634,1707,3341,"Mount Pleasant, MI",43.645233,-84.839424,64813
6309,34380,45-49,1414,1501,2915,"Mount Pleasant, MI",43.645233,-84.839424,64813
6310,34380,50-54,1608,1620,3228,"Mount Pleasant, MI",43.645233,-84.839424,64813
6311,34380,55-59,1740,1764,3504,"Mount Pleasant, MI",43.645233,-84.839424,64813
6312,34380,60-64,1851,1724,3575,"Mount Pleasant, MI",43.645233,-84.839424,64813
6313,34380,65+,4766,4133,8899,"Mount Pleasant, MI",43.645233,-84.839424,64813
6314,34420,15-19,1699,1710,3409,"Mount Pleasant, TX",33.137799,-94.971002,43799
6315,34420,20-24,1436,1431,2867,"Mount Pleasant, TX",33.137799,-94.971002,43799
6316,34420,25-29,1379,1402,2781,"Mount Pleasant, TX",33.137799,-94.971002,43799
6317,34420,30-34,1358,1283,2641,"Mount Pleasant, TX",33.137799,-94.971002,43799
6318,34420,35-39,1210,1134,2344,"Mount Pleasant, TX",33.137799,-94.971002,43799
6319,34420,40-44,1310,1140,2450,"Mount Pleasant, TX",33.137799,-94.971002,43799
6320,34420,45-49,1228,1182,2410,"Mount Pleasant, TX",33.137799,-94.971002,43799
6321,34420,50-54,1338,1350,2688,"Mount Pleasant, TX",33.137799,-94.971002,43799
6322,34420,55-59,1331,1372,2703,"Mount Pleasant, TX",33.137799,-94.971002,43799
6323,34420,60-64,1254,1204,2458,"Mount Pleasant, TX",33.137799,-94.971002,43799
6324,34420,65+,3692,3269,6961,"Mount Pleasant, TX",33.137799,-94.971002,43799
6325,34460,15-19,1347,1535,2882,"Mount Sterling, KY",38.039616,-83.747734,47191
6326,34460,20-24,1311,1389,2700,"Mount Sterling, KY",38.039616,-83.747734,47191
6327,34460,25-29,1436,1523,2959,"Mount Sterling, KY",38.039616,-83.747734,47191
6328,34460,30-34,1443,1459,2902,"Mount Sterling, KY",38.039616,-83.747734,47191
6329,34460,35-39,1387,1311,2698,"Mount Sterling, KY",38.039616,-83.747734,47191
6330,34460,40-44,1515,1424,2939,"Mount Sterling, KY",38.039616,-83.747734,47191
6331,34460,45-49,1622,1580,3202,"Mount Sterling, KY",38.039616,-83.747734,47191
6332,34460,50-54,1653,1613,3266,"Mount Sterling, KY",38.039616,-83.747734,47191
6333,34460,55-59,1735,1667,3402,"Mount Sterling, KY",38.039616,-83.747734,47191
6334,34460,60-64,1566,1499,3065,"Mount Sterling, KY",38.039616,-83.747734,47191
6335,34460,65+,4530,3667,8197,"Mount Sterling, KY",38.039616,-83.747734,47191
6336,34500,15-19,1027,1103,2130,"Mount Vernon, IL",38.30078,-88.92421,36877
6337,34500,20-24,849,1123,1972,"Mount Vernon, IL",38.30078,-88.92421,36877
6338,34500,25-29,1026,1345,2371,"Mount Vernon, IL",38.30078,-88.92421,36877
6339,34500,30-34,1027,1274,2301,"Mount Vernon, IL",38.30078,-88.92421,36877
6340,34500,35-39,1044,1241,2285,"Mount Vernon, IL",38.30078,-88.92421,36877
6341,34500,40-44,1029,1325,2354,"Mount Vernon, IL",38.30078,-88.92421,36877
6342,34500,45-49,1003,1212,2215,"Mount Vernon, IL",38.30078,-88.92421,36877
6343,34500,50-54,1101,1232,2333,"Mount Vernon, IL",38.30078,-88.92421,36877
6344,34500,55-59,1195,1290,2485,"Mount Vernon, IL",38.30078,-88.92421,36877
6345,34500,60-64,1237,1231,2468,"Mount Vernon, IL",38.30078,-88.92421,36877
6346,34500,65+,3845,3297,7142,"Mount Vernon, IL",38.30078,-88.92421,36877
6347,34540,15-19,2390,2417,4807,"Mount Vernon, OH",40.40362,-82.422393,62897
6348,34540,20-24,2453,2423,4876,"Mount Vernon, OH",40.40362,-82.422393,62897
6349,34540,25-29,1649,1679,3328,"Mount Vernon, OH",40.40362,-82.422393,62897
6350,34540,30-34,1776,1723,3499,"Mount Vernon, OH",40.40362,-82.422393,62897
6351,34540,35-39,1787,1728,3515,"Mount Vernon, OH",40.40362,-82.422393,62897
6352,34540,40-44,1732,1788,3520,"Mount Vernon, OH",40.40362,-82.422393,62897
6353,34540,45-49,1622,1687,3309,"Mount Vernon, OH",40.40362,-82.422393,62897
6354,34540,50-54,1862,1896,3758,"Mount Vernon, OH",40.40362,-82.422393,62897
6355,34540,55-59,2054,2049,4103,"Mount Vernon, OH",40.40362,-82.422393,62897
6356,34540,60-64,2325,2169,4494,"Mount Vernon, OH",40.40362,-82.422393,62897
6357,34540,65+,6363,5481,11844,"Mount Vernon, OH",40.40362,-82.422393,62897
6358,34580,15-19,3586,3849,7435,"Mount Vernon-Anacortes, WA",48.493292,-121.81577,130696
6359,34580,20-24,3386,3479,6865,"Mount Vernon-Anacortes, WA",48.493292,-121.81577,130696
6360,34580,25-29,3945,4155,8100,"Mount Vernon-Anacortes, WA",48.493292,-121.81577,130696
6361,34580,30-34,4045,4322,8367,"Mount Vernon-Anacortes, WA",48.493292,-121.81577,130696
6362,34580,35-39,4210,4351,8561,"Mount Vernon-Anacortes, WA",48.493292,-121.81577,130696
6363,34580,40-44,3851,4049,7900,"Mount Vernon-Anacortes, WA",48.493292,-121.81577,130696
6364,34580,45-49,3488,3531,7019,"Mount Vernon-Anacortes, WA",48.493292,-121.81577,130696
6365,34580,50-54,3735,3762,7497,"Mount Vernon-Anacortes, WA",48.493292,-121.81577,130696
6366,34580,55-59,4152,4021,8173,"Mount Vernon-Anacortes, WA",48.493292,-121.81577,130696
6367,34580,60-64,4816,4456,9272,"Mount Vernon-Anacortes, WA",48.493292,-121.81577,130696
6368,34580,65+,15168,13296,28464,"Mount Vernon-Anacortes, WA",48.493292,-121.81577,130696
6369,34620,15-19,5158,4637,9795,"Muncie, IN",40.227543,-85.399262,111871
6370,34620,20-24,8156,7431,15587,"Muncie, IN",40.227543,-85.399262,111871
6371,34620,25-29,3528,3490,7018,"Muncie, IN",40.227543,-85.399262,111871
6372,34620,30-34,3048,3068,6116,"Muncie, IN",40.227543,-85.399262,111871
6373,34620,35-39,2920,2901,5821,"Muncie, IN",40.227543,-85.399262,111871
6374,34620,40-44,2932,2866,5798,"Muncie, IN",40.227543,-85.399262,111871
6375,34620,45-49,2957,2885,5842,"Muncie, IN",40.227543,-85.399262,111871
6376,34620,50-54,3260,3225,6485,"Muncie, IN",40.227543,-85.399262,111871
6377,34620,55-59,3408,3263,6671,"Muncie, IN",40.227543,-85.399262,111871
6378,34620,60-64,3545,3349,6894,"Muncie, IN",40.227543,-85.399262,111871
6379,34620,65+,10846,8442,19288,"Muncie, IN",40.227543,-85.399262,111871
6380,34660,15-19,1716,1449,3165,"Murray, KY",36.620978,-88.274086,37560
6381,34660,20-24,2660,2519,5179,"Murray, KY",36.620978,-88.274086,37560
6382,34660,25-29,1122,1204,2326,"Murray, KY",36.620978,-88.274086,37560
6383,34660,30-34,1075,1099,2174,"Murray, KY",36.620978,-88.274086,37560
6384,34660,35-39,1001,1009,2010,"Murray, KY",36.620978,-88.274086,37560
6385,34660,40-44,977,1028,2005,"Murray, KY",36.620978,-88.274086,37560
6386,34660,45-49,906,992,1898,"Murray, KY",36.620978,-88.274086,37560
6387,34660,50-54,1066,1019,2085,"Murray, KY",36.620978,-88.274086,37560
6388,34660,55-59,1122,1122,2244,"Murray, KY",36.620978,-88.274086,37560
6389,34660,60-64,1172,1068,2240,"Murray, KY",36.620978,-88.274086,37560
6390,34660,65+,3557,2975,6532,"Murray, KY",36.620978,-88.274086,37560
6391,34700,15-19,1409,1470,2879,"Muscatine, IA",41.483776,-91.118699,42688
6392,34700,20-24,1221,1250,2471,"Muscatine, IA",41.483776,-91.118699,42688
6393,34700,25-29,1250,1343,2593,"Muscatine, IA",41.483776,-91.118699,42688
6394,34700,30-34,1296,1370,2666,"Muscatine, IA",41.483776,-91.118699,42688
6395,34700,35-39,1276,1370,2646,"Muscatine, IA",41.483776,-91.118699,42688
6396,34700,40-44,1272,1344,2616,"Muscatine, IA",41.483776,-91.118699,42688
6397,34700,45-49,1181,1256,2437,"Muscatine, IA",41.483776,-91.118699,42688
6398,34700,50-54,1324,1305,2629,"Muscatine, IA",41.483776,-91.118699,42688
6399,34700,55-59,1380,1440,2820,"Muscatine, IA",41.483776,-91.118699,42688
6400,34700,60-64,1415,1443,2858,"Muscatine, IA",41.483776,-91.118699,42688
6401,34700,65+,4040,3509,7549,"Muscatine, IA",41.483776,-91.118699,42688
6402,34740,15-19,5247,5608,10855,"Muskegon, MI",43.428739,-86.420908,176511
6403,34740,20-24,4968,5261,10229,"Muskegon, MI",43.428739,-86.420908,176511
6404,34740,25-29,5601,5950,11551,"Muskegon, MI",43.428739,-86.420908,176511
6405,34740,30-34,5689,5937,11626,"Muskegon, MI",43.428739,-86.420908,176511
6406,34740,35-39,5513,5686,11199,"Muskegon, MI",43.428739,-86.420908,176511
6407,34740,40-44,5358,5495,10853,"Muskegon, MI",43.428739,-86.420908,176511
6408,34740,45-49,4828,5080,9908,"Muskegon, MI",43.428739,-86.420908,176511
6409,34740,50-54,5335,5484,10819,"Muskegon, MI",43.428739,-86.420908,176511
6410,34740,55-59,5984,5946,11930,"Muskegon, MI",43.428739,-86.420908,176511
6411,34740,60-64,6461,6166,12627,"Muskegon, MI",43.428739,-86.420908,176511
6412,34740,65+,17346,14410,31756,"Muskegon, MI",43.428739,-86.420908,176511
6413,34780,15-19,2237,2404,4641,"Muskogee, OK",35.617551,-95.383911,66146
6414,34780,20-24,2050,2239,4289,"Muskogee, OK",35.617551,-95.383911,66146
6415,34780,25-29,2027,2069,4096,"Muskogee, OK",35.617551,-95.383911,66146
6416,34780,30-34,2205,2015,4220,"Muskogee, OK",35.617551,-95.383911,66146
6417,34780,35-39,2172,2052,4224,"Muskogee, OK",35.617551,-95.383911,66146
6418,34780,40-44,2144,2051,4195,"Muskogee, OK",35.617551,-95.383911,66146
6419,34780,45-49,1926,1897,3823,"Muskogee, OK",35.617551,-95.383911,66146
6420,34780,50-54,1921,1869,3790,"Muskogee, OK",35.617551,-95.383911,66146
6421,34780,55-59,2055,2014,4069,"Muskogee, OK",35.617551,-95.383911,66146
6422,34780,60-64,2214,2012,4226,"Muskogee, OK",35.617551,-95.383911,66146
6423,34780,65+,6179,5025,11204,"Muskogee, OK",35.617551,-95.383911,66146
6424,34820,15-19,12215,12706,24921,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",33.969095,-78.612724,509794
6425,34820,20-24,11465,11227,22692,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",33.969095,-78.612724,509794
6426,34820,25-29,12803,12424,25227,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",33.969095,-78.612724,509794
6427,34820,30-34,14065,13077,27142,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",33.969095,-78.612724,509794
6428,34820,35-39,13576,12716,26292,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",33.969095,-78.612724,509794
6429,34820,40-44,13694,13137,26831,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",33.969095,-78.612724,509794
6430,34820,45-49,13942,13261,27203,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",33.969095,-78.612724,509794
6431,34820,50-54,16533,15087,31620,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",33.969095,-78.612724,509794
6432,34820,55-59,20915,17703,38618,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",33.969095,-78.612724,509794
6433,34820,60-64,25806,21488,47294,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",33.969095,-78.612724,509794
6434,34820,65+,75304,68105,143409,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",33.969095,-78.612724,509794
6435,34860,15-19,3425,2880,6305,"Nacogdoches, TX",31.62056,-94.62025,64668
6436,34860,20-24,4346,3764,8110,"Nacogdoches, TX",31.62056,-94.62025,64668
6437,34860,25-29,2029,1997,4026,"Nacogdoches, TX",31.62056,-94.62025,64668
6438,34860,30-34,1775,1727,3502,"Nacogdoches, TX",31.62056,-94.62025,64668
6439,34860,35-39,1722,1684,3406,"Nacogdoches, TX",31.62056,-94.62025,64668
6440,34860,40-44,1723,1624,3347,"Nacogdoches, TX",31.62056,-94.62025,64668
6441,34860,45-49,1600,1484,3084,"Nacogdoches, TX",31.62056,-94.62025,64668
6442,34860,50-54,1633,1595,3228,"Nacogdoches, TX",31.62056,-94.62025,64668
6443,34860,55-59,1806,1747,3553,"Nacogdoches, TX",31.62056,-94.62025,64668
6444,34860,60-64,1907,1724,3631,"Nacogdoches, TX",31.62056,-94.62025,64668
6445,34860,65+,5460,4506,9966,"Nacogdoches, TX",31.62056,-94.62025,64668
6446,34900,15-19,4240,4537,8777,"Napa, CA",38.5071,-122.325904,136207
6447,34900,20-24,3851,4147,7998,"Napa, CA",38.5071,-122.325904,136207
6448,34900,25-29,4084,4187,8271,"Napa, CA",38.5071,-122.325904,136207
6449,34900,30-34,4151,4219,8370,"Napa, CA",38.5071,-122.325904,136207
6450,34900,35-39,4263,4574,8837,"Napa, CA",38.5071,-122.325904,136207
6451,34900,40-44,4284,4577,8861,"Napa, CA",38.5071,-122.325904,136207
6452,34900,45-49,4100,4385,8485,"Napa, CA",38.5071,-122.325904,136207
6453,34900,50-54,4490,4562,9052,"Napa, CA",38.5071,-122.325904,136207
6454,34900,55-59,4586,4729,9315,"Napa, CA",38.5071,-122.325904,136207
6455,34900,60-64,4654,4521,9175,"Napa, CA",38.5071,-122.325904,136207
6456,34900,65+,14704,12825,27529,"Napa, CA",38.5071,-122.325904,136207
6457,34940,15-19,9019,9784,18803,"Naples-Marco Island, FL",26.118786,-81.400955,385980
6458,34940,20-24,8253,9026,17279,"Naples-Marco Island, FL",26.118786,-81.400955,385980
6459,34940,25-29,8398,9100,17498,"Naples-Marco Island, FL",26.118786,-81.400955,385980
6460,34940,30-34,8622,9634,18256,"Naples-Marco Island, FL",26.118786,-81.400955,385980
6461,34940,35-39,9000,9856,18856,"Naples-Marco Island, FL",26.118786,-81.400955,385980
6462,34940,40-44,9362,9672,19034,"Naples-Marco Island, FL",26.118786,-81.400955,385980
6463,34940,45-49,9843,9525,19368,"Naples-Marco Island, FL",26.118786,-81.400955,385980
6464,34940,50-54,11572,11185,22757,"Naples-Marco Island, FL",26.118786,-81.400955,385980
6465,34940,55-59,13566,12561,26127,"Naples-Marco Island, FL",26.118786,-81.400955,385980
6466,34940,60-64,14817,13460,28277,"Naples-Marco Island, FL",26.118786,-81.400955,385980
6467,34940,65+,66700,60981,127681,"Naples-Marco Island, FL",26.118786,-81.400955,385980
6468,34980,15-19,63218,65702,128920,"Nashville-Davidson--Murfreesboro--Franklin, TN",36.118182,-86.64412,2012476
6469,34980,20-24,67131,64977,132108,"Nashville-Davidson--Murfreesboro--Franklin, TN",36.118182,-86.64412,2012476
6470,34980,25-29,77905,73668,151573,"Nashville-Davidson--Murfreesboro--Franklin, TN",36.118182,-86.64412,2012476
6471,34980,30-34,79534,76767,156301,"Nashville-Davidson--Murfreesboro--Franklin, TN",36.118182,-86.64412,2012476
6472,34980,35-39,73725,72661,146386,"Nashville-Davidson--Murfreesboro--Franklin, TN",36.118182,-86.64412,2012476
6473,34980,40-44,69073,67719,136792,"Nashville-Davidson--Murfreesboro--Franklin, TN",36.118182,-86.64412,2012476
6474,34980,45-49,63328,62946,126274,"Nashville-Davidson--Murfreesboro--Franklin, TN",36.118182,-86.64412,2012476
6475,34980,50-54,64285,63886,128171,"Nashville-Davidson--Murfreesboro--Franklin, TN",36.118182,-86.64412,2012476
6476,34980,55-59,64968,62164,127132,"Nashville-Davidson--Murfreesboro--Franklin, TN",36.118182,-86.64412,2012476
6477,34980,60-64,62208,57153,119361,"Nashville-Davidson--Murfreesboro--Franklin, TN",36.118182,-86.64412,2012476
6478,34980,65+,156026,125385,281411,"Nashville-Davidson--Murfreesboro--Franklin, TN",36.118182,-86.64412,2012476
6479,35020,15-19,1327,1410,2737,"Natchez, MS-LA",31.481833,-91.525331,47118
6480,35020,20-24,1168,1544,2712,"Natchez, MS-LA",31.481833,-91.525331,47118
6481,35020,25-29,1244,1771,3015,"Natchez, MS-LA",31.481833,-91.525331,47118
6482,35020,30-34,1255,1770,3025,"Natchez, MS-LA",31.481833,-91.525331,47118
6483,35020,35-39,1284,1779,3063,"Natchez, MS-LA",31.481833,-91.525331,47118
6484,35020,40-44,1294,1729,3023,"Natchez, MS-LA",31.481833,-91.525331,47118
6485,35020,45-49,1160,1509,2669,"Natchez, MS-LA",31.481833,-91.525331,47118
6486,35020,50-54,1303,1397,2700,"Natchez, MS-LA",31.481833,-91.525331,47118
6487,35020,55-59,1546,1593,3139,"Natchez, MS-LA",31.481833,-91.525331,47118
6488,35020,60-64,1838,1635,3473,"Natchez, MS-LA",31.481833,-91.525331,47118
6489,35020,65+,5257,3992,9249,"Natchez, MS-LA",31.481833,-91.525331,47118
6490,35060,15-19,1762,1636,3398,"Natchitoches, LA",31.732509,-93.082546,37026
6491,35060,20-24,2226,2087,4313,"Natchitoches, LA",31.732509,-93.082546,37026
6492,35060,25-29,1075,1138,2213,"Natchitoches, LA",31.732509,-93.082546,37026
6493,35060,30-34,988,960,1948,"Natchitoches, LA",31.732509,-93.082546,37026
6494,35060,35-39,1029,928,1957,"Natchitoches, LA",31.732509,-93.082546,37026
6495,35060,40-44,974,927,1901,"Natchitoches, LA",31.732509,-93.082546,37026
6496,35060,45-49,920,895,1815,"Natchitoches, LA",31.732509,-93.082546,37026
6497,35060,50-54,1059,930,1989,"Natchitoches, LA",31.732509,-93.082546,37026
6498,35060,55-59,1051,1006,2057,"Natchitoches, LA",31.732509,-93.082546,37026
6499,35060,60-64,1120,992,2112,"Natchitoches, LA",31.732509,-93.082546,37026
6500,35060,65+,3594,2820,6414,"Natchitoches, LA",31.732509,-93.082546,37026
6501,35100,15-19,3258,3692,6950,"New Bern, NC",35.116829,-77.08132,122273
6502,35100,20-24,3725,6043,9768,"New Bern, NC",35.116829,-77.08132,122273
6503,35100,25-29,3635,4477,8112,"New Bern, NC",35.116829,-77.08132,122273
6504,35100,30-34,3639,3832,7471,"New Bern, NC",35.116829,-77.08132,122273
6505,35100,35-39,3358,3645,7003,"New Bern, NC",35.116829,-77.08132,122273
6506,35100,40-44,3231,3299,6530,"New Bern, NC",35.116829,-77.08132,122273
6507,35100,45-49,2984,3071,6055,"New Bern, NC",35.116829,-77.08132,122273
6508,35100,50-54,3337,3175,6512,"New Bern, NC",35.116829,-77.08132,122273
6509,35100,55-59,4064,3633,7697,"New Bern, NC",35.116829,-77.08132,122273
6510,35100,60-64,4710,4103,8813,"New Bern, NC",35.116829,-77.08132,122273
6511,35100,65+,14490,12010,26500,"New Bern, NC",35.116829,-77.08132,122273
6512,35140,15-19,1238,1313,2551,"Newberry, SC",34.289881,-81.599676,37996
6513,35140,20-24,1159,1304,2463,"Newberry, SC",34.289881,-81.599676,37996
6514,35140,25-29,1048,1057,2105,"Newberry, SC",34.289881,-81.599676,37996
6515,35140,30-34,1027,1064,2091,"Newberry, SC",34.289881,-81.599676,37996
6516,35140,35-39,978,1010,1988,"Newberry, SC",34.289881,-81.599676,37996
6517,35140,40-44,1065,1003,2068,"Newberry, SC",34.289881,-81.599676,37996
6518,35140,45-49,1129,1126,2255,"Newberry, SC",34.289881,-81.599676,37996
6519,35140,50-54,1238,1169,2407,"Newberry, SC",34.289881,-81.599676,37996
6520,35140,55-59,1390,1301,2691,"Newberry, SC",34.289881,-81.599676,37996
6521,35140,60-64,1438,1367,2805,"Newberry, SC",34.289881,-81.599676,37996
6522,35140,65+,4260,3555,7815,"Newberry, SC",34.289881,-81.599676,37996
6523,35220,15-19,1342,1575,2917,"New Castle, IN",39.929591,-85.397363,48935
6524,35220,20-24,1220,1684,2904,"New Castle, IN",39.929591,-85.397363,48935
6525,35220,25-29,1328,1904,3232,"New Castle, IN",39.929591,-85.397363,48935
6526,35220,30-34,1340,1766,3106,"New Castle, IN",39.929591,-85.397363,48935
6527,35220,35-39,1240,1605,2845,"New Castle, IN",39.929591,-85.397363,48935
6528,35220,40-44,1322,1730,3052,"New Castle, IN",39.929591,-85.397363,48935
6529,35220,45-49,1419,1762,3181,"New Castle, IN",39.929591,-85.397363,48935
6530,35220,50-54,1485,1807,3292,"New Castle, IN",39.929591,-85.397363,48935
6531,35220,55-59,1749,1843,3592,"New Castle, IN",39.929591,-85.397363,48935
6532,35220,60-64,1658,1673,3331,"New Castle, IN",39.929591,-85.397363,48935
6533,35220,65+,5124,4330,9454,"New Castle, IN",39.929591,-85.397363,48935
6534,35260,15-19,2559,2606,5165,"New Castle, PA",40.992735,-80.334446,85497
6535,35260,20-24,2327,2398,4725,"New Castle, PA",40.992735,-80.334446,85497
6536,35260,25-29,2305,2452,4757,"New Castle, PA",40.992735,-80.334446,85497
6537,35260,30-34,2257,2480,4737,"New Castle, PA",40.992735,-80.334446,85497
6538,35260,35-39,2339,2296,4635,"New Castle, PA",40.992735,-80.334446,85497
6539,35260,40-44,2481,2388,4869,"New Castle, PA",40.992735,-80.334446,85497
6540,35260,45-49,2355,2369,4724,"New Castle, PA",40.992735,-80.334446,85497
6541,35260,50-54,2848,2837,5685,"New Castle, PA",40.992735,-80.334446,85497
6542,35260,55-59,3028,2928,5956,"New Castle, PA",40.992735,-80.334446,85497
6543,35260,60-64,3488,3331,6819,"New Castle, PA",40.992735,-80.334446,85497
6544,35260,65+,10842,8633,19475,"New Castle, PA",40.992735,-80.334446,85497
6545,35300,15-19,28946,29140,58086,"New Haven-Milford, CT",41.349718,-72.900203,863700
6546,35300,20-24,28829,29111,57940,"New Haven-Milford, CT",41.349718,-72.900203,863700
6547,35300,25-29,28775,28888,57663,"New Haven-Milford, CT",41.349718,-72.900203,863700
6548,35300,30-34,29112,28354,57466,"New Haven-Milford, CT",41.349718,-72.900203,863700
6549,35300,35-39,28516,27448,55964,"New Haven-Milford, CT",41.349718,-72.900203,863700
6550,35300,40-44,26656,24976,51632,"New Haven-Milford, CT",41.349718,-72.900203,863700
6551,35300,45-49,25767,23931,49698,"New Haven-Milford, CT",41.349718,-72.900203,863700
6552,35300,50-54,29694,27950,57644,"New Haven-Milford, CT",41.349718,-72.900203,863700
6553,35300,55-59,31668,29721,61389,"New Haven-Milford, CT",41.349718,-72.900203,863700
6554,35300,60-64,30998,29029,60027,"New Haven-Milford, CT",41.349718,-72.900203,863700
6555,35300,65+,87810,68391,156201,"New Haven-Milford, CT",41.349718,-72.900203,863700
6556,35380,15-19,37029,38228,75257,"New Orleans-Metairie, LA",30.05342,-89.934502,1261726
6557,35380,20-24,35158,34474,69632,"New Orleans-Metairie, LA",30.05342,-89.934502,1261726
6558,35380,25-29,41882,39027,80909,"New Orleans-Metairie, LA",30.05342,-89.934502,1261726
6559,35380,30-34,48140,43410,91550,"New Orleans-Metairie, LA",30.05342,-89.934502,1261726
6560,35380,35-39,47657,44195,91852,"New Orleans-Metairie, LA",30.05342,-89.934502,1261726
6561,35380,40-44,42215,39936,82151,"New Orleans-Metairie, LA",30.05342,-89.934502,1261726
6562,35380,45-49,37429,35152,72581,"New Orleans-Metairie, LA",30.05342,-89.934502,1261726
6563,35380,50-54,39819,37358,77177,"New Orleans-Metairie, LA",30.05342,-89.934502,1261726
6564,35380,55-59,44030,40971,85001,"New Orleans-Metairie, LA",30.05342,-89.934502,1261726
6565,35380,60-64,45000,41126,86126,"New Orleans-Metairie, LA",30.05342,-89.934502,1261726
6566,35380,65+,120171,97465,217636,"New Orleans-Metairie, LA",30.05342,-89.934502,1261726
6567,35420,15-19,2702,2903,5605,"New Philadelphia-Dover, OH",40.44749,-81.471105,92500
6568,35420,20-24,2517,2680,5197,"New Philadelphia-Dover, OH",40.44749,-81.471105,92500
6569,35420,25-29,2670,2879,5549,"New Philadelphia-Dover, OH",40.44749,-81.471105,92500
6570,35420,30-34,2667,2655,5322,"New Philadelphia-Dover, OH",40.44749,-81.471105,92500
6571,35420,35-39,2670,2884,5554,"New Philadelphia-Dover, OH",40.44749,-81.471105,92500
6572,35420,40-44,2615,2806,5421,"New Philadelphia-Dover, OH",40.44749,-81.471105,92500
6573,35420,45-49,2566,2629,5195,"New Philadelphia-Dover, OH",40.44749,-81.471105,92500
6574,35420,50-54,2828,2874,5702,"New Philadelphia-Dover, OH",40.44749,-81.471105,92500
6575,35420,55-59,3077,3126,6203,"New Philadelphia-Dover, OH",40.44749,-81.471105,92500
6576,35420,60-64,3438,3295,6733,"New Philadelphia-Dover, OH",40.44749,-81.471105,92500
6577,35420,65+,10205,8306,18511,"New Philadelphia-Dover, OH",40.44749,-81.471105,92500
6578,35440,15-19,1137,1271,2408,"Newport, OR",44.641061,-123.911212,50862
6579,35440,20-24,987,1075,2062,"Newport, OR",44.641061,-123.911212,50862
6580,35440,25-29,1048,1129,2177,"Newport, OR",44.641061,-123.911212,50862
6581,35440,30-34,1236,1188,2424,"Newport, OR",44.641061,-123.911212,50862
